Gene stable ID,Human gene name,Gene name,Human gene stable ID
ENSMUSG00000107058,,Gm42545,
ENSMUSG00000075703,SELENOI,Selenoi,ENSG00000138018
ENSMUSG00000092264,,Gm3585,
ENSMUSG00000030732,CHRDL2,Chrdl2,ENSG00000054938
ENSMUSG00000045648,VWC2L,Vwc2l,ENSG00000174453
ENSMUSG00000026333,GIN1,Gin1,ENSG00000145723
ENSMUSG00000055891,UBL4B,Ubl4b,ENSG00000186150
ENSMUSG00000065041,SNORA6,Gm24044,ENSG00000206760
ENSMUSG00000064380,,Gm26448,
ENSMUSG00000064925,,Snora62,
ENSMUSG00000111028,,Gm5922,
ENSMUSG00000015947,FCGR1A,Fcgr1,ENSG00000150337
ENSMUSG00000038535,ZNF280D,Zfp280d,ENSG00000137871
ENSMUSG00000081519,,Gm13331,
ENSMUSG00000083729,,Sh3d2c-ps1,
ENSMUSG00002075040,RN7SKP94,Gm56256,ENSG00000222976
ENSMUSG00000083373,,Gm13392,
ENSMUSG00000037999,ARAP2,Arap2,ENSG00000047365
ENSMUSG00000107735,,Gm44173,
ENSMUSG00000027206,COPS2,Cops2,ENSG00000166200
ENSMUSG00000108083,,Mug4-ps,
ENSMUSG00000092523,,Gm18191,
ENSMUSG00000082762,,Gm12366,
ENSMUSG00000084828,,Gm12367,
ENSMUSG00000096707,,Vmn2r-ps44,
ENSMUSG00000000693,LOXL3,Loxl3,ENSG00000115318
ENSMUSG00000083934,,Gm12368,
ENSMUSG00000083851,,Gm12365,
ENSMUSG00000078440,DOHH,Dohh,ENSG00000129932
ENSMUSG00000045083,LINGO2,Lingo2,ENSG00000174482
ENSMUSG00000110977,,Gm48598,
ENSMUSG00000030850,ATE1,Ate1,ENSG00000107669
ENSMUSG00000003134,TBC1D8,Tbc1d8,ENSG00000204634
ENSMUSG00000082169,,Gm12369,
ENSMUSG00000084352,,Gm12370,
ENSMUSG00000077851,MIR876,Mir876,ENSG00000215966
ENSMUSG00000078057,,Mir873a,
ENSMUSG00002075713,,Gm54906,
ENSMUSG00000106425,MIR873,Mir873b,ENSG00000215939
ENSMUSG00002075100,,Gm56187,
ENSMUSG00002076814,,Gm54907,
ENSMUSG00000080969,,Taf9-ps,
ENSMUSG00000074219,,Gm10644,
ENSMUSG00000082732,,Rpl23a-ps6,
ENSMUSG00000086026,,Gm12374,
ENSMUSG00000088718,,Gm22732,
ENSMUSG00000083983,,Gm12375,
ENSMUSG00000080057,,Gm12378,
ENSMUSG00000082899,,Gm12379,
ENSMUSG00000113262,,Gm48551,
ENSMUSG00000084148,,Gm12380,
ENSMUSG00000081427,,Gm12382,
ENSMUSG00000065344,RNU1-72P,Gm25581,ENSG00000199846
ENSMUSG00000065344,RNU1-148P,Gm25581,ENSG00000207201
ENSMUSG00000099035,,Mir7040,
ENSMUSG00000082238,,Gm12383,
ENSMUSG00000077738,,Gm23607,
ENSMUSG00000068329,HTRA2,Htra2,ENSG00000115317
ENSMUSG00000090839,,Gm17094,
ENSMUSG00000005470,ASF1B,Asf1b,ENSG00000105011
ENSMUSG00000098811,,Mir6913,
ENSMUSG00000114004,SMIM44,Gm48552,ENSG00000284638
ENSMUSG00000028287,,1700009N14Rik,
ENSMUSG00000119427,RNVU1-2,Gm24830,ENSG00000238825
ENSMUSG00000119427,RNVU1-1,Gm24830,ENSG00000207340
ENSMUSG00000119427,RNVU1-31,Gm24830,ENSG00000270722
ENSMUSG00000097851,,Platr30,
ENSMUSG00000078439,SMIM24,Smim24,ENSG00000095932
ENSMUSG00000065534,,Mir324,
ENSMUSG00000040548,TEX2,Tex2,ENSG00000136478
ENSMUSG00000097807,,Gm26553,
ENSMUSG00000082302,,Gm12385,
ENSMUSG00000083271,,Gm12384,
ENSMUSG00000118876,RNVU1-2,Rnu1b1,ENSG00000238825
ENSMUSG00000118876,RNVU1-1,Rnu1b1,ENSG00000207340
ENSMUSG00000118876,RNVU1-31,Rnu1b1,ENSG00000270722
ENSMUSG00000082022,,Gm12386,
ENSMUSG00000119030,RNVU1-2,Rnu1b2,ENSG00000238825
ENSMUSG00000119030,RNVU1-1,Rnu1b2,ENSG00000207340
ENSMUSG00000119030,RNVU1-31,Rnu1b2,ENSG00000270722
ENSMUSG00000088339,,Gm22850,
ENSMUSG00000097539,,4930477E14Rik,
ENSMUSG00000084220,,Gm12387,
ENSMUSG00000120736,,,
ENSMUSG00000088526,,Gm26087,
ENSMUSG00000079003,,Samd1,
ENSMUSG00000097299,,Gm26654,
ENSMUSG00000083202,,Gm12388,
ENSMUSG00000085099,,Gm16288,
ENSMUSG00000081352,,Gm12389,
ENSMUSG00000097041,,Pafah1b1-ps1,
ENSMUSG00000028405,ACO1,Aco1,ENSG00000122729
ENSMUSG00000105694,,Gm43237,
ENSMUSG00000105707,,Gm43753,
ENSMUSG00000095836,,Gm21960,
ENSMUSG00000090326,DTHD1,Dthd1,ENSG00000197057
ENSMUSG00000118406,,Terc,
ENSMUSG00002075569,Telomerase-vert,Terc,ENSG00000277925
ENSMUSG00000119563,RNVU1-2,Gm24136,ENSG00000238825
ENSMUSG00000119563,RNVU1-1,Gm24136,ENSG00000207340
ENSMUSG00000119563,RNVU1-31,Gm24136,ENSG00000270722
ENSMUSG00000046317,,BC107364,
ENSMUSG00000046408,C19orf67,1700067K01Rik,ENSG00000188032
ENSMUSG00000119774,RNVU1-2,Gm26232,ENSG00000238825
ENSMUSG00000119774,RNVU1-1,Gm26232,ENSG00000207340
ENSMUSG00000119774,RNVU1-31,Gm26232,ENSG00000270722
ENSMUSG00000104642,,Gm9207,
ENSMUSG00000106429,,Gm10685,
ENSMUSG00000118677,RNVU1-2,Rnu1b6,ENSG00000238825
ENSMUSG00000118677,RNVU1-1,Rnu1b6,ENSG00000207340
ENSMUSG00000118677,RNVU1-31,Rnu1b6,ENSG00000270722
ENSMUSG00000106641,,Gm43534,
ENSMUSG00002074915,,Gm55007,
ENSMUSG00000055053,NFIC,Nfic,ENSG00000141905
ENSMUSG00000029359,,Tesc,
ENSMUSG00000118698,RNVU1-2,Gm25890,ENSG00000238825
ENSMUSG00000118698,RNVU1-1,Gm25890,ENSG00000207340
ENSMUSG00000118698,RNVU1-31,Gm25890,ENSG00000270722
ENSMUSG00000118936,RNVU1-2,Gm22614,ENSG00000238825
ENSMUSG00000118936,RNVU1-1,Gm22614,ENSG00000207340
ENSMUSG00000118936,RNVU1-31,Gm22614,ENSG00000270722
ENSMUSG00000038403,HJV,Hjv,ENSG00000168509
ENSMUSG00000074398,,Gm15441,
ENSMUSG00000038393,TXNIP,Txnip,ENSG00000265972
ENSMUSG00000018068,INTS2,Ints2,ENSG00000108506
ENSMUSG00000098823,,Mir8111,
ENSMUSG00000074217,MISP3,Misp3,ENSG00000141854
ENSMUSG00000104868,,Gm9954,
ENSMUSG00000073102,DRC1,Drc1,ENSG00000157856
ENSMUSG00000080665,,Mir1199,
ENSMUSG00000047986,PALM3,Palm3,ENSG00000187867
ENSMUSG00000009145,DQX1,Dqx1,ENSG00000144045
ENSMUSG00000040296,RIGI,Rigi,ENSG00000107201
ENSMUSG00000005465,IL27RA,Il27ra,ENSG00000104998
ENSMUSG00000026196,BARD1,Bard1,ENSG00000138376
ENSMUSG00000068327,TLX2,Tlx2,ENSG00000115297
ENSMUSG00000106311,,Gm43755,
ENSMUSG00000090061,NWD2,Nwd2,ENSG00000174145
ENSMUSG00000103189,,Gm37092,
ENSMUSG00000069678,PCGF1,Pcgf1,ENSG00000115289
ENSMUSG00000026986,HNMT,Hnmt,ENSG00000150540
ENSMUSG00000089965,,Gm16236,
ENSMUSG00000101551,,Gm8870,
ENSMUSG00000102607,,Gm37265,
ENSMUSG00000065629,,Gm24826,
ENSMUSG00000045232,RLN3,Rln3,ENSG00000171136
ENSMUSG00002076218,,Gm24826,
ENSMUSG00000003135,CNOT11,Cnot11,ENSG00000158435
ENSMUSG00000087610,,Gm16253,
ENSMUSG00000074215,,Gm10643,
ENSMUSG00000028104,,Polr3gl,
ENSMUSG00000056753,,C330011M18Rik,
ENSMUSG00000090138,,Gm3687,
ENSMUSG00000031706,RFX1,Rfx1,ENSG00000132005
ENSMUSG00000032867,FBXW8,Fbxw8,ENSG00000174989
ENSMUSG00000056569,MPZ,Mpz,ENSG00000158887
ENSMUSG00000034297,MED13,Med13,ENSG00000108510
ENSMUSG00000049097,ANKRD34A,Ankrd34a,ENSG00000272031
ENSMUSG00000049288,LIX1L,Lix1l,ENSG00000271601
ENSMUSG00000061809,TBPL2,Tbpl2,ENSG00000182521
ENSMUSG00000029360,,Gm9754,
ENSMUSG00000118678,,Mir3470a,
ENSMUSG00000045327,,6330549D23Rik,
ENSMUSG00000107499,CCDC142,Ccdc142,ENSG00000135637
ENSMUSG00000088293,RNU6-920P,Gm26411,ENSG00000222858
ENSMUSG00000088293,RNU6-1061P,Gm26411,ENSG00000252339
ENSMUSG00000088293,RNU6-510P,Gm26411,ENSG00000212541
ENSMUSG00000088293,RNU6-632P,Gm26411,ENSG00000251711
ENSMUSG00000088293,RNU6-1149P,Gm26411,ENSG00000252619
ENSMUSG00000060512,C4orf19,0610040J01Rik,ENSG00000154274
ENSMUSG00000085999,,Gm13411,
ENSMUSG00000038374,RBM8A,Rbm8a,ENSG00000265241
ENSMUSG00000027207,GALK2,Galk2,ENSG00000156958
ENSMUSG00000079511,,Gm42688,
ENSMUSG00000108940,,Gm45719,
ENSMUSG00000109016,,Gm44647,
ENSMUSG00000092573,,Vmn2r-ps43,
ENSMUSG00000076144,,Mir709,
ENSMUSG00000087578,,Ccdc142os,
ENSMUSG00000046607,HRK,Hrk,ENSG00000135116
ENSMUSG00000037103,DCAF15,Dcaf15,ENSG00000132017
ENSMUSG00000099422,,Gm4275,
ENSMUSG00000030037,MRPL53,Mrpl53,ENSG00000204822
ENSMUSG00002076006,,Gm56225,ENSG00000273767
ENSMUSG00000090864,,Vmn2r40,
ENSMUSG00000047881,RELL1,Rell1,ENSG00000181826
ENSMUSG00000030036,MOGS,Mogs,ENSG00000115275
ENSMUSG00000109978,,Gm45530,
ENSMUSG00002074849,Y_RNA,Gm56246,ENSG00000200849
ENSMUSG00000092611,,Vmn2r-ps42,
ENSMUSG00002075568,,Gm56247,
ENSMUSG00000064526,,Gm26439,
ENSMUSG00000020521,RNFT1,Rnft1,ENSG00000189050
ENSMUSG00000096658,,Vmn2r39,
ENSMUSG00000038370,PCP4L1,Pcp4l1,ENSG00000248485
ENSMUSG00000030035,WBP1,Wbp1,ENSG00000239779
ENSMUSG00000092312,,Zfp419,
ENSMUSG00000095773,,Vmn2r38,
ENSMUSG00000028102,PEX11B,Pex11b,ENSG00000131779
ENSMUSG00000036822,TOPORS,Topors,ENSG00000197579
ENSMUSG00000050296,ABCA12,Abca12,ENSG00000144452
ENSMUSG00000092575,,Gm5583,
ENSMUSG00000092620,,Gm18201,
ENSMUSG00000028407,SMIM27,Smim27,ENSG00000235453
ENSMUSG00000030654,ARL6IP1,Arl6ip1,ENSG00000170540
ENSMUSG00000105379,,Mir1191b,
ENSMUSG00000087552,,Gm15819,
ENSMUSG00000034818,CELF5,Celf5,ENSG00000161082
ENSMUSG00000071014,NDUFB6,Ndufb6,ENSG00000165264
ENSMUSG00000020516,RPS6KB1,Rps6kb1,ENSG00000108443
ENSMUSG00000106076,,Gm43840,
ENSMUSG00000077209,,Gm25608,
ENSMUSG00000106219,,5830416I19Rik,
ENSMUSG00000029171,PGM2,Pgm2,ENSG00000169299
ENSMUSG00000087137,,4930509K18Rik,
ENSMUSG00000012889,PODNL1,Podnl1,ENSG00000132000
ENSMUSG00000089585,,Gm23338,
ENSMUSG00000028207,ASPH,Asph,ENSG00000198363
ENSMUSG00000049349,,Gm5105,
ENSMUSG00000027905,DDX20,Ddx20,ENSG00000064703
ENSMUSG00000030034,INO80B,Ino80b,ENSG00000115274
ENSMUSG00000036686,CC2D1A,Cc2d1a,ENSG00000132024
ENSMUSG00000108109,,Gm44287,
ENSMUSG00002076449,,Gm56069,
ENSMUSG00000034930,RTKN,Rtkn,ENSG00000114993
ENSMUSG00002076429,,Gm56070,
ENSMUSG00000087954,,Gm22559,
ENSMUSG00000032850,RNFT2,Rnft2,ENSG00000135119
ENSMUSG00000048458,INKA2,Inka2,ENSG00000197852
ENSMUSG00000016933,PLCG1,Plcg1,ENSG00000124181
ENSMUSG00000106317,,Gm43848,
ENSMUSG00000068798,RAP1A,Rap1a,ENSG00000116473
ENSMUSG00000040331,NSMCE4A,Nsmce4a,ENSG00000107672
ENSMUSG00000101617,,Gm6947,
ENSMUSG00000026335,PAM,Pam,ENSG00000145730
ENSMUSG00000032517,MOBP,Mobp,ENSG00000168314
ENSMUSG00000084849,,Gm16105,
ENSMUSG00000020238,NCLN,Ncln,ENSG00000125912
ENSMUSG00000092548,,Vmn2r-ps41,
ENSMUSG00000066828,,Vmn2r37,
ENSMUSG00000105677,,Gm43328,
ENSMUSG00000105842,,Gm43329,
ENSMUSG00000106341,,Gm43330,
ENSMUSG00000104910,,Gm43331,
ENSMUSG00000104835,,Gm5547,
ENSMUSG00000092561,,Gm4011,
ENSMUSG00000120730,,,
ENSMUSG00000000562,ADORA3,Adora3,ENSG00000282608
ENSMUSG00000092308,,Gm3623,
ENSMUSG00002075291,,Gm56071,
ENSMUSG00000032840,SPRING1,Spring1,ENSG00000111412
ENSMUSG00000020717,PECAM1,Pecam1,ENSG00000261371
ENSMUSG00000040907,ATP1A3,Atp1a3,ENSG00000105409
ENSMUSG00000074344,TMIGD3,Tmigd3,ENSG00000121933
ENSMUSG00000119733,,Gm25076,ENSG00000281808
ENSMUSG00000119733,,Gm25076,ENSG00000212589
ENSMUSG00000119733,,Gm25076,ENSG00000212461
ENSMUSG00000106812,,Gm28563,
ENSMUSG00002075849,,Gm56073,
ENSMUSG00000030032,WDR54,Wdr54,ENSG00000005448
ENSMUSG00000082365,,Btf3-ps11,
ENSMUSG00000018076,MED13L,Med13l,ENSG00000123066
ENSMUSG00000111219,,Gm38642,
ENSMUSG00000098492,,Gm19353,
ENSMUSG00000118531,,Gm53046,
ENSMUSG00000104494,,Gm37111,
ENSMUSG00000098893,,Gm17828,
ENSMUSG00000074342,C1orf162,I830077J02Rik,ENSG00000143110
ENSMUSG00000111360,,Gm38642,
ENSMUSG00000102225,,Gm37983,
ENSMUSG00000111498,,Gm47059,
ENSMUSG00000103133,,Gm37303,
ENSMUSG00000103388,,Gm37581,
ENSMUSG00000008129,BRME1,Brme1,ENSG00000132016
ENSMUSG00000102925,,Gm37150,
ENSMUSG00000098959,,Gm27230,
ENSMUSG00000098801,,Gm27255,
ENSMUSG00000099019,,Gm27254,
ENSMUSG00000032221,MNS1,Mns1,ENSG00000138587
ENSMUSG00000030030,C2orf81,1700003E16Rik,ENSG00000284308
ENSMUSG00000000563,ATP5PB,Atp5pb,ENSG00000116459
ENSMUSG00000031865,DCTN1,Dctn1,ENSG00000204843
ENSMUSG00000104140,,Gm37140,
ENSMUSG00002076269,,Gm56241,
ENSMUSG00000089782,,Btf3-ps1,
ENSMUSG00000119063,RNU6-239P,Gm24465,ENSG00000212292
ENSMUSG00000119063,RNU6-121P,Gm24465,ENSG00000222457
ENSMUSG00000100711,,Gm29461,
ENSMUSG00000097608,,Gm7952,
ENSMUSG00000099634,,Gm29462,
ENSMUSG00000026192,ATIC,Atic,ENSG00000138363
ENSMUSG00000044199,S1PR4,S1pr4,ENSG00000125910
ENSMUSG00000034792,GNA15,Gna15,ENSG00000060558
ENSMUSG00002075294,,Gm54957,
ENSMUSG00000056155,NANOS3,Nanos3,ENSG00000187556
ENSMUSG00000076338,,Mir181d,
ENSMUSG00000065483,MIR181C,Mir181c,ENSG00000207613
ENSMUSG00000120131,,,
ENSMUSG00000103445,,Gm36948,
ENSMUSG00000098778,,Gm27231,
ENSMUSG00000097120,,Gm26887,
ENSMUSG00000111831,,Gm47064,
ENSMUSG00000120586,,,
ENSMUSG00000110726,,Gm18101,
ENSMUSG00000120667,,,
ENSMUSG00000103593,,Gm37352,
ENSMUSG00002076330,,Gm56077,
ENSMUSG00000111270,,Gm47066,
ENSMUSG00000120746,,,
ENSMUSG00000120429,,,
ENSMUSG00000065611,MIR23A,Mir23a,ENSG00000207980
ENSMUSG00000065444,MIR27A,Mir27a,ENSG00000207808
ENSMUSG00000065541,,Mir24-2,
ENSMUSG00000105458,,Mir3074-2,
ENSMUSG00000111720,,Gm39459,
ENSMUSG00000082828,,Gm16106,
ENSMUSG00000097296,,Gm26532,
ENSMUSG00000110911,,Gm47068,
ENSMUSG00000005469,PRKACA,Prkaca,ENSG00000072062
ENSMUSG00000098889,,Gm27206,
ENSMUSG00000111233,,Gm47069,
ENSMUSG00002074981,,Gm56270,
ENSMUSG00000112350,,Gm47697,
ENSMUSG00000110730,,Gm19385,
ENSMUSG00000035877,ZHX3,Zhx3,ENSG00000174306
ENSMUSG00000034781,GNA11,Gna11,ENSG00000088256
ENSMUSG00000111094,,Gm34425,
ENSMUSG00000111445,,Gm47070,
ENSMUSG00000111528,,Gm39460,
ENSMUSG00000000561,WDR77,Wdr77,ENSG00000116455
ENSMUSG00000100146,,1700020M21Rik,
ENSMUSG00000086365,,4930593C16Rik,
ENSMUSG00000006932,CTNNB1,Ctnnb1,ENSG00000168036
ENSMUSG00000085303,,Gm16751,
ENSMUSG00000054452,TLE5,Tle5,ENSG00000104964
ENSMUSG00000081854,,Gm11447,
ENSMUSG00000027209,FAM227B,Fam227b,ENSG00000166262
ENSMUSG00000121579,SMIM46,SMIM46,ENSG00000289762
ENSMUSG00000050751,PGBD5,Pgbd5,ENSG00000177614
ENSMUSG00000005677,NR1I3,Nr1i3,ENSG00000143257
ENSMUSG00000096413,,Gm3616,
ENSMUSG00000092551,,Gm20287,
ENSMUSG00000031981,CAPN9,Capn9,ENSG00000135773
ENSMUSG00000090034,,Gm15917,
ENSMUSG00000105852,,Gm42890,
ENSMUSG00000092520,,Gm3611,
ENSMUSG00000034771,TLE2,Tle2,ENSG00000065717
ENSMUSG00000099258,,Mir7047,
ENSMUSG00000090352,,Vmn2r46,
ENSMUSG00000106912,,Gm43785,
ENSMUSG00000107286,,Gm43788,
ENSMUSG00000040434,LARGE2,Large2,ENSG00000165905
ENSMUSG00000092584,,Gm18199,
ENSMUSG00000106798,,Gm43275,
ENSMUSG00000074340,OVGP1,Ovgp1,ENSG00000085465
ENSMUSG00000107116,,Gm43274,
ENSMUSG00000107115,,Gm43052,
ENSMUSG00000096294,,Vmn2r47,
ENSMUSG00000107364,,Gm43051,
ENSMUSG00000106708,,Gm43782,
ENSMUSG00000106745,,Gm43342,
ENSMUSG00000107144,,4930413E15Rik,
ENSMUSG00000030726,,Pold3,
ENSMUSG00000107371,,Gm43784,
ENSMUSG00000100573,,1700081H04Rik,
ENSMUSG00000107334,,Gm7538,
ENSMUSG00002076829,,Gm56078,
ENSMUSG00000106938,,Gm31314,
ENSMUSG00000029174,TBC1D1,Tbc1d1,ENSG00000065882
ENSMUSG00000031983,C1orf198,2310022B05Rik,ENSG00000119280
ENSMUSG00000109095,,Gm44799,
ENSMUSG00000109162,,2900027M19Rik,
ENSMUSG00000108918,,Gm44802,
ENSMUSG00002075361,,Gm55737,
ENSMUSG00000109183,,Gm44761,
ENSMUSG00000095279,,Gm10067,
ENSMUSG00000010136,PIFO,Pifo,ENSG00000173947
ENSMUSG00000049717,LIG4,Lig4,ENSG00000174405
ENSMUSG00000040396,ABHD13,Abhd13,ENSG00000139826
ENSMUSG00000031497,TNFSF13B,Tnfsf13b,ENSG00000102524
ENSMUSG00000020439,SMTN,Smtn,ENSG00000183963
ENSMUSG00000026336,SLCO6A1,Slco6d1,ENSG00000205359
ENSMUSG00000106093,,Gm42722,
ENSMUSG00000104592,,Gm42721,
ENSMUSG00000043873,CHIA,Chil5,ENSG00000134216
ENSMUSG00000109054,,Gm44789,
ENSMUSG00000121092,,,
ENSMUSG00000110562,,Gm9204,
ENSMUSG00000118782,RNU6-26P,Gm26002,ENSG00000206712
ENSMUSG00000110654,,Gm45746,
ENSMUSG00000025809,ITGB1,Itgb1,ENSG00000150093
ENSMUSG00000030725,LIPT2,Lipt2,ENSG00000175536
ENSMUSG00000092072,,Gm4540,
ENSMUSG00000105277,,Gm9504,
ENSMUSG00000027950,CHRNB2,Chrnb2,ENSG00000160716
ENSMUSG00000109186,,Gm34821,
ENSMUSG00000092178,,Gm45351,
ENSMUSG00000094280,,Vmn2r-ps51,
ENSMUSG00000093681,,Vmn2r-ps52,
ENSMUSG00000110003,,Gm45403,
ENSMUSG00000095914,,Vmn2r48,
ENSMUSG00000025808,,Ccdc7a,
ENSMUSG00000089791,,Gm3555,
ENSMUSG00002075992,,Gm56243,
ENSMUSG00000100009,,Gm7967,
ENSMUSG00000035165,KCNE3,Kcne3,ENSG00000175538
ENSMUSG00000038880,MRPS34,Mrps34,ENSG00000074071
ENSMUSG00000042579,,4632404H12Rik,
ENSMUSG00000099686,,Gm29460,
ENSMUSG00000087804,RNU6-662P,Gm23434,ENSG00000206980
ENSMUSG00000099453,,Gm18248,
ENSMUSG00000042572,UBE2Q1,Ube2q1,ENSG00000160714
ENSMUSG00000005674,TOMM40L,Tomm40l,ENSG00000158882
ENSMUSG00000073435,NME3,Nme3,ENSG00000103024
ENSMUSG00000112790,,Gm33378,
ENSMUSG00000112381,,Gm8170,
ENSMUSG00000106193,,Mir7090,
ENSMUSG00000061371,,Zfp873,
ENSMUSG00000090626,TEX9,Tex9,ENSG00000151575
ENSMUSG00000112373,,Gm18556,
ENSMUSG00000112160,,BC024063,
ENSMUSG00000078435,,AU041133,
ENSMUSG00000024165,JPT2,Jpt2,ENSG00000206053
ENSMUSG00000112922,,Gm47572,
ENSMUSG00000110108,,Gm3702,
ENSMUSG00000112847,,Gm47573,
ENSMUSG00000109435,,Gm7067,
ENSMUSG00000062931,,Zfp938,
ENSMUSG00000096180,,Vmn2r49,
ENSMUSG00000111930,,Gm47382,
ENSMUSG00000044581,C2orf16,4932415D10Rik,ENSG00000221843
ENSMUSG00000094606,,Vmn2r50,
ENSMUSG00000073427,,Gm4924,
ENSMUSG00000109796,,Gm6850,
ENSMUSG00000087870,,Gm26100,
ENSMUSG00000077538,,Gm22545,
ENSMUSG00000058685,,Vmn2r51,
ENSMUSG00000056018,,Ccdc7b,
ENSMUSG00000112163,,Gm8188,
ENSMUSG00000112070,,Gm47809,
ENSMUSG00000038002,CRAMP1,Cramp1,ENSG00000007545
ENSMUSG00000094186,,Gm1553,
ENSMUSG00000112560,,Gm19186,
ENSMUSG00000094683,,Ap3m1-ps,
ENSMUSG00000020246,HCFC2,Hcfc2,ENSG00000111727
ENSMUSG00000003378,GRIK5,Grik5,ENSG00000105737
ENSMUSG00000118654,,Gm55835,
ENSMUSG00000106564,,Gm8969,
ENSMUSG00000046280,SHE,She,ENSG00000169291
ENSMUSG00000027947,IL6R,Il6ra,ENSG00000160712
ENSMUSG00000067028,,Cntnap5b,
ENSMUSG00000020248,NFYB,Nfyb,ENSG00000120837
ENSMUSG00000105941,,Gm42809,
ENSMUSG00000060671,ATP8B2,Atp8b2,ENSG00000143515
ENSMUSG00000085782,,Gm15624,
ENSMUSG00000106991,,Gm43399,
ENSMUSG00000085708,,Gm16063,
ENSMUSG00000085345,,Gm16064,
ENSMUSG00000068323,SLC4A5,Slc4a5,ENSG00000188687
ENSMUSG00000083435,,Gm15824,
ENSMUSG00000104947,,Gm43721,
ENSMUSG00000081143,,Gm15823,
ENSMUSG00000083100,,Gm6044,
ENSMUSG00000105730,,Gm43838,
ENSMUSG00000105443,,Gm43837,
ENSMUSG00000105105,,Gm31363,
ENSMUSG00000100911,,1700027F09Rik,
ENSMUSG00000105251,,4930526M16Rik,
ENSMUSG00000105352,,C030018K13Rik,
ENSMUSG00000106566,,Gm43836,
ENSMUSG00000104961,,Gm43835,
ENSMUSG00000062372,OTOF,Otof,ENSG00000115155
ENSMUSG00000086594,,Nudt12os,
ENSMUSG00000119884,,Gm22374,
ENSMUSG00000078840,,Gm10999,
ENSMUSG00000071302,,2610044O15Rik8,
ENSMUSG00000024228,NUDT12,Nudt12,ENSG00000112874
ENSMUSG00000112107,,Gm47560,
ENSMUSG00000056821,,1700028I16Rik,
ENSMUSG00000094530,,Gm21399,
ENSMUSG00000110605,,Gm32856,
ENSMUSG00000020250,TXNRD1,Txnrd1,ENSG00000198431
ENSMUSG00000053560,IER2,Ier2,ENSG00000160888
ENSMUSG00000091930,,Vmn2r52,
ENSMUSG00000120944,,,
ENSMUSG00000120095,,,
ENSMUSG00000118487,,Gm50464,
ENSMUSG00000001910,NACC1,Nacc1,ENSG00000160877
ENSMUSG00000027208,FGF7,Fgf7,ENSG00000140285
ENSMUSG00000093766,,Gm20679,
ENSMUSG00000077629,,Gm23769,
ENSMUSG00000045252,ZNF574,Zfp574,ENSG00000105732
ENSMUSG00000024227,,Pdzph1,
ENSMUSG00000005667,MTHFD2,Mthfd2,ENSG00000065911
ENSMUSG00000082431,,Prdx2-ps1,
ENSMUSG00000104104,,Gm37877,
ENSMUSG00000005681,APOA2,Apoa2,ENSG00000158874
ENSMUSG00000118995,,Gm26496,
ENSMUSG00000026981,IL1RN,Il1rn,ENSG00000136689
ENSMUSG00000043066,,Vmn1r66,
ENSMUSG00000093487,,Vmn1r-ps48,
ENSMUSG00000109949,,Gm45402,
ENSMUSG00000110255,,Gm45400,
ENSMUSG00000001909,TRMT1,Trmt1,ENSG00000104907
ENSMUSG00000110098,,Gm45401,
ENSMUSG00000030729,PGM2L1,Pgm2l1,ENSG00000165434
ENSMUSG00000108053,,Gm43890,
ENSMUSG00000043131,MOB1A,Mob1a,ENSG00000114978
ENSMUSG00000100662,,Gm19029,
ENSMUSG00000087883,,Gm23602,
ENSMUSG00000099835,,Gm29668,
ENSMUSG00000046196,,Ttc39d,
ENSMUSG00000100794,,Gm29667,
ENSMUSG00000055760,GEMIN6,Gemin6,ENSG00000152147
ENSMUSG00000099427,,Gm18700,
ENSMUSG00000099892,,Gm18185,
ENSMUSG00000100977,,Gm29334,
ENSMUSG00002076597,,Gm56249,
ENSMUSG00000100684,,Gm20268,
ENSMUSG00000058715,FCER1G,Fcer1g,ENSG00000158869
ENSMUSG00000035051,DHX57,Dhx57,ENSG00000163214
ENSMUSG00000045160,BOLA3,Bola3,ENSG00000163170
ENSMUSG00000100088,,Gm28801,
ENSMUSG00000100222,,Psmb6-ps2,
ENSMUSG00000100065,,Gm18969,
ENSMUSG00000089987,,Gpx2-ps1,
ENSMUSG00000100349,,Gm28188,
ENSMUSG00000034122,,Nlrp4d,
ENSMUSG00000099375,,Gm28187,
ENSMUSG00000077295,,Gm24122,
ENSMUSG00000099770,,Gm28623,
ENSMUSG00000088510,,Gm23036,
ENSMUSG00000101890,,Gm53054,
ENSMUSG00000000942,HOXA4,Hoxa4,ENSG00000197576
ENSMUSG00000107520,,Gm3726,
ENSMUSG00000023330,DTWD1,Dtwd1,ENSG00000104047
ENSMUSG00000038253,HOXA5,Hoxa5,ENSG00000106004
ENSMUSG00000046716,,Vmn1r67,
ENSMUSG00000099989,,Gm20281,
ENSMUSG00000087908,,Gm22034,
ENSMUSG00000118408,,Gm30645,
ENSMUSG00000100955,,Gm18728,
ENSMUSG00000030393,ZIK1,Zik1,ENSG00000171649
ENSMUSG00000043219,HOXA6,Hoxa6,ENSG00000106006
ENSMUSG00000090353,,Gm17555,
ENSMUSG00002076287,RN7SKP92,Gm56266,ENSG00000253075
ENSMUSG00000088594,,Gm23965,
ENSMUSG00000038236,HOXA7,Hoxa7,ENSG00000122592
ENSMUSG00000099469,,Gm29141,
ENSMUSG00000027222,PEX16,Pex16,ENSG00000121680
ENSMUSG00000110232,,Gm18193,
ENSMUSG00000047031,,Vmn1r68,
