gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Monocyte	NK cells	NKT cells	PVL Differentiated	PVL Immature	T cells CD4+	T cells CD8+
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.165	0.132	0.225	0.254	0.066	0.0	0.225	0.055	0.223	0.171	0.256	0.144	0.145	0.232	0.195	0.0	0.504	0.038	0.13	0.242	0.075
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.165	0.132	0.225	0.254	0.066	0.0	0.225	0.055	0.223	0.171	0.256	0.144	0.145	0.232	0.195	0.0	0.504	0.038	0.13	0.242	0.075
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.165	0.132	0.225	0.254	0.066	0.0	0.225	0.055	0.223	0.171	0.256	0.144	0.145	0.232	0.195	0.0	0.504	0.038	0.13	0.242	0.075
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.165	0.132	0.225	0.254	0.066	0.0	0.225	0.055	0.223	0.171	0.256	0.144	0.145	0.232	0.195	0.0	0.504	0.038	0.13	0.242	0.075
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.008	0.006	0.02	0.02	0.0	0.0	0.189	0.149	0.0	0.119	0.011	0.0	0.0	0.01	0.072	0.0	0.916	0.0	0.0	0.097	0.353
FCER2	P06734	False	FCER2_HUMAN		CPI-SS0ADFF0666	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.114	0.11	0.0	0.033	0.337	0.0	0.0	0.091	0.163	0.037	0.021	0.025	0.055	0.396	0.0	0.0	0.0	0.084	0.159	0.02	0.073
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.114	0.11	0.0	0.033	0.337	0.0	0.0	0.091	0.163	0.037	0.021	0.025	0.055	0.396	0.0	0.0	0.0	0.084	0.159	0.02	0.073
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.056	0.072	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.122	0.111	0.0	0.028	0.051	0.0	0.0	0.0	0.0	0.019	0.015	0.007	0.134	0.013	0.0	0.0	0.0	0.128	0.162	0.007	0.0
VDR	P11473	False	VDR_HUMAN		CPI-CS01DAEDE79	0.065	0.066	0.0	0.161	0.138	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.234	0.02	0.0	0.0	0.0	0.0	0.031	0.01	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03A875239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0F8AFE595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D4403860	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0F60C6D89	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS004B1EBD1	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS010BB499F	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0B03ACD14	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS087BEB1C9	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0E555F91F	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0FD442A0E	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0F6F1C29E	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS09DAE86C9	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS07D36FFB5	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS01FCCEBB9	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS008CEEAB9	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0DF6991A8	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0491EECEA	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS068BC31E4	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0B1B18F2D	0.0	0.0	0.0	0.104	0.159	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS02647DD07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C2E7931B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0F5AA0D9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS019381277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.0	0.0	0.0	0.0	0.008	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS01CBCD4BF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS049DF2278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F06E4B3F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS02CC53E89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS087054090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EDD38B58	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.0	0.0	0.0	0.02	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.0	0.0	0.0	0.02	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.0	0.02	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS0605AC9BF	0.002	0.002	0.0	0.0	0.0	0.82	0.0	0.098	0.124	0.077	0.017	0.039	0.0	0.257	0.345	0.0	0.0	0.0	0.0	0.008	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS09EB0DFB1	0.002	0.002	0.0	0.0	0.0	0.82	0.0	0.098	0.124	0.077	0.017	0.039	0.0	0.257	0.345	0.0	0.0	0.0	0.0	0.008	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS09239FB26	0.0	0.002	0.733	0.0	0.0	0.0	0.191	0.0	0.145	0.012	0.0	0.0	0.0	0.016	0.164	0.244	0.099	0.0	0.0	0.322	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.0	0.002	0.733	0.0	0.0	0.0	0.191	0.0	0.145	0.012	0.0	0.0	0.0	0.016	0.164	0.244	0.099	0.0	0.0	0.322	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0DBFB8BEA	0.009	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.009	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS052BBD9F9	0.009	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0911EECCC	0.009	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR6	P51684	False	CCR6_HUMAN		CPI-SS0079E2156	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.078
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0BCCA6596	0.01	0.0	0.0	0.036	0.044	0.0	0.0	0.124	0.0	0.0	0.012	0.016	0.0	0.0	0.06	0.0	0.0	0.11	0.178	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.0	0.0	0.017	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.145	0.0	0.0	0.0	0.0	0.019	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.0	0.0	0.017	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.145	0.0	0.0	0.0	0.0	0.019	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.0	0.017	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.145	0.0	0.0	0.0	0.0	0.019	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS09C16258E	0.0	0.0	0.017	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.145	0.0	0.0	0.0	0.0	0.019	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C30EC0DE	0.0	0.0	0.017	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.145	0.0	0.0	0.0	0.0	0.019	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0BDA6DD92	0.002	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS04256AA73	0.0	0.004	0.024	0.0	0.0	0.0	0.503	0.0	0.0	0.006	0.0	0.0	0.0	0.062	0.077	0.0	0.0	0.0	0.0	0.258	0.427
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.092	0.052	0.0	0.0	0.0	0.0	0.094	0.291	0.0	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.092	0.052	0.0	0.0	0.0	0.0	0.094	0.291	0.0	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.092	0.052	0.0	0.0	0.0	0.0	0.094	0.291	0.0	0.0	0.0	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS038E5B8D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS013E6EBC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS039266778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS027DD8311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS00D1CB372	0.002	0.0	0.463	0.015	0.0	0.0	0.0	0.0	0.242	0.055	0.0	0.037	0.0	0.046	0.081	0.244	0.481	0.0	0.0	0.183	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS01EBB8D76	0.002	0.0	0.463	0.015	0.0	0.0	0.0	0.0	0.242	0.055	0.0	0.037	0.0	0.046	0.081	0.244	0.481	0.0	0.0	0.183	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.002	0.0	0.463	0.015	0.0	0.0	0.0	0.0	0.242	0.055	0.0	0.037	0.0	0.046	0.081	0.244	0.481	0.0	0.0	0.183	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0D479FBB7	0.002	0.0	0.463	0.015	0.0	0.0	0.0	0.0	0.242	0.055	0.0	0.037	0.0	0.046	0.081	0.244	0.481	0.0	0.0	0.183	0.0
CD40	P25942	False	TNR5_HUMAN		CPI-SS0D9E45677	0.006	0.0	0.266	0.182	0.112	0.0	0.0	0.185	0.378	0.303	0.315	0.203	0.0	0.167	0.084	0.0	0.0	0.14	0.183	0.009	0.022
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.0	0.004	0.0	0.024	0.0	0.0	0.0	0.0	0.0	1.658	0.074	0.217	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0BDC04683	0.0	0.004	0.0	0.024	0.0	0.0	0.0	0.0	0.0	1.658	0.074	0.217	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0B111D2F5	0.0	0.004	0.0	0.024	0.0	0.0	0.0	0.0	0.0	1.658	0.074	0.217	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS085C6A191	0.0	0.004	0.0	0.024	0.0	0.0	0.0	0.0	0.0	1.658	0.074	0.217	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.068	0.251	0.0	0.0	0.0	0.0	0.0
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.131	0.071	0.0	0.0	0.0	0.0	0.0	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS01999882C	0.0	0.0	0.167	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.341	0.179
CD28	P10747	False	CD28_HUMAN		CPI-SS0DC98E54D	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.242	0.214
CD28	P10747	False	CD28_HUMAN		CPI-SS0452C6098	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.242	0.214
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS08EC6823D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.424	0.083
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0A72C2360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.424	0.083
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.212	0.125	0.0	0.0	0.0	0.0	0.469	0.231	0.0	0.0	0.0	0.0	0.0	0.0
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS055B305F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0544D2759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0A2949959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS0A2D7895C	0.785	0.63	0.0	0.028	0.007	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.006	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS0322747C2	0.785	0.63	0.0	0.028	0.007	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.006	0.0
CD8A	P01732	False	CD8A_HUMAN		CPI-SS04B37190C	0.0	0.0	0.0	0.0	0.0	0.0	0.576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366	0.0	0.0	0.016	0.781
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0AC66088D	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.105	0.018	0.111	0.036	0.0	0.01	0.13	0.0	0.0	0.0	0.0	0.0	0.0
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0B537DD3F	0.055	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.002	0.0	0.0	0.0	0.0	0.0	0.006	0.0
RORA	P35398	False	RORA_HUMAN		CPI-CS06A0713BD	0.153	0.152	0.094	0.194	0.228	0.0	0.191	0.0	0.056	0.614	0.442	0.513	0.371	0.014	0.04	0.0	0.222	0.035	0.164	0.607	0.58
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	0.153	0.152	0.094	0.194	0.228	0.0	0.191	0.0	0.056	0.614	0.442	0.513	0.371	0.014	0.04	0.0	0.222	0.035	0.164	0.607	0.58
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	0.153	0.152	0.094	0.194	0.228	0.0	0.191	0.0	0.056	0.614	0.442	0.513	0.371	0.014	0.04	0.0	0.222	0.035	0.164	0.607	0.58
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	0.153	0.152	0.094	0.194	0.228	0.0	0.191	0.0	0.056	0.614	0.442	0.513	0.371	0.014	0.04	0.0	0.222	0.035	0.164	0.607	0.58
RORC	P51449	False	RORG_HUMAN		CPI-CS0CDFC0C7D	0.122	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	0.122	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	0.122	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	0.122	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
