"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y"
"F2S4_161107_018_H01","F2S4",1724824,7262,566715618,"Cells","Mus musculus",280325,"M",55,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","R","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/7/2016","F2S4_161107_018","RFP-positive","A8S4_161216_01","L8S4_161221_04_H08",412,"SM-D9CXO_S64_E1-50","SM-D9CXO","R8S4-170111",2698996,80.7786833155858,14.7612850038093,4.46003168060487,0.379252137,0.000333457,81.07674113,0.008430913,0.003039278,92.09039213,0.360751448,8644,7391,55.95,55.95,"GABAergic","Vip","Vip Col15a1 Pde1a",0.4219,0.806574056,"Core","F2S4_161107_018_H01","Vip",1,"F2S4_161107_018_H01",2511.69507076588,3939.62790080325
"F2S4_170323_016_B01","F2S4",2559692,4040,583420428,"Cells","Mus musculus",304663,"F",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/23/2017","F2S4_170323_016","RFP-negative","A8S4_170331_02","L8S4_170406_07_B09",341,"SM-D9D8Y_S66_E1-50","SM-D9D8Y","R8S4-170413",4898020,70.0258906436799,25.6175150503533,4.35659430596677,0.016231048,0.000142915,77.08206581,0.005505694,0.003216198,92.50521639,0.39345274,6417,4152,0,0,"Non-Neuronal","Astro","Astro Aqp4",0,0.607798126,"Core","F2S4_170323_016_B01","Astro",1,"F2S4_170323_016_B01",3831.48774534389,3228.21216664928
"F2S4_171120_009_B01","F2S4",832969,3656,656527250,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_009","RFP-positive","A8S4_171127_08","L8S4_171201_03_B04",337,"SM-GE667_S122_E1-50","SM-GE667","R8S4-171214",1467145,73.8657890002117,21.4690782004053,4.66513279938295,0.051119692,0.000749755,79.4821916,0.000356236,2.93e-05,92.2092908,0.393698734,5143,3763,158.81,158.81,"Non-Neuronal","Astro","Astro Aqp4",0,0.715128068,"Core","F2S4_171120_009_B01","Astro",1,"F2S4_171120_009_B01",3720.83513168494,3249.57207933069
"F2S4_161004_004_F01","F2S4",1622808,10078,559956791,"Cells","Mus musculus",273282,"M",57,"Normal","Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt","Trib2-F2A-CreERT2","Snap25-LSL-F2A-GFP","L","VISp","L4-L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/4/2016","F2S4_161004_004","GFP-positive","A8S4_161031_05","L8S4_161109_02_F02",425,"SM-D9EP8_S14_E1-50","SM-D9EP8","R8S4-161116",2164530,88.5033585214214,8.3439925616438,3.15264891693476,0.14622112,0.000369595,86.21479028,0.002768268,0.003195613,96.7882173,0.365454308,10999,10257,0,0,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.1896,0.903227814,"Core","F2S4_161004_004_F01","L5 IT",1,"F2S4_161004_004_F01",2778.49819547949,2649.80844336017
"F2S4_161117_003_C01","F2S4",1520274,10836,562415363,"Cells","Mus musculus",281759,"M",55,"Normal","Ai11(RCL-FnGF-nT)/wt","","Ai110(RCL-FnGF-nT)","L","VISp","L1-L6","Retrograde","AUDd","PTLp, VISal, AUDd","none","RV-dGL-Cre","Inj_Site_Dissected","11/17/2016","F2S4_161117_003","GFP-positive","A8S4_161123_02","L8S4_161201_02_C06",435,"LS-15911_S43_E1-50","LS-15911","R8S4-161215",2227886,82.1504688803735,12.8700340647103,4.97949705491623,0.114952022,0.000179542,84.51514126,0.004108379,0.003862406,94.45685282,0.340771444,12027,10996,14.81,14.81,"Glutamatergic","L5 IT","L5 IT VISp Hsd11b1 Endou",0.1371,0.898627657,"Core","F2S4_161117_003_C01","L5 IT",1,"F2S4_161117_003_C01",2706.36523059627,2615.63576656661
"F2S4_180110_049_G01","F2S4",1070093,10454,660546140,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_049","RFP-positive","A8S4_180111_10","L8S4_180118_03_G07",380,"SM-GE676_S151_E1-50","SM-GE676","R8S4-180124",1462271,85.2469733175706,10.8380871214665,3.9149395609629,0.115915586,0.000273547,87.14164474,0.004898545,0.001940817,95.83237307,0.356685006,11308,10613,322.79,322.79,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.7248,0.916682411,"Core","F2S4_180110_049_G01","L5 IT",1,"F2S4_180110_049_G01",2740.60403510995,2636.42540115655
"F2S4_160128_017_H01","F2S4",1985553,10319,527146662,"Cells","Mus musculus",227802,"M",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/28/2016","F2S4_160128_017","RFP-positive","A8S4_160310_03","L8S4_160317_02_H01",514,"LS-15032_S08_E1-50","LS-15032","R8S4-160328",3245770,77.5224730334399,18.1102602379808,4.36726672857931,0.152475376,0.000215665,80.81047024,0.003925109,0.0338117,91.83777655,0.367443561,11689,10501,276.36,276.36,"Glutamatergic","L6 IT","L6 IT VISp Col18a1",0.0445,0.884606941,"Core","F2S4_160128_017_H01","L6 IT",1,"F2S4_160128_017_H01",3829.26053023005,769.34687475698
"F2S4_160121_015_B01","F2S4",1148106,8595,527142129,"Cells","Mus musculus",226961,"M",57,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/21/2016","F2S4_160121_015","RFP-positive","A8S4_160223_01","L8S4_160302_01_B06",534,"LS-15020_S42_E1-50","LS-15020","R8S4-160308",1773001,79.3831472029663,16.2328795349764,4.38397326205735,0.087591603,0.000394811,83.64050556,0.003737167,0.037051305,93.91032492,0.361835022,9722,8818,299.49,299.49,"GABAergic","Pvalb","Pvalb Tpbg",0.163,0.833912616,"Core","F2S4_160121_015_B01","Pvalb",1,"F2S4_160121_015_B01",5236.06547101178,1548.09092340215
"F2S4_171120_027_A01","F2S4",552579,3366,656531520,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_027","RFP-positive","A8S4_171128_06","L8S4_171201_05_A09",331,"SM-GE668_S161_E1-50","SM-GE668","R8S4-171214",989506,72.1010867037394,22.1545067123754,5.74440658388516,0.050732386,0.000202121,80.59112325,0.000352145,3.77e-05,92.0518926,0.393306166,4496,3459,92.98,92.98,"Non-Neuronal","Astro","Astro Aqp4",0,0.698760656,"Core","F2S4_171120_027_A01","Astro",1,"F2S4_171120_027_A01",5196.47607332556,1542.37431681765
"F2S4_160502_005_G01","F2S4",2411907,7728,523736683,"Cells","Mus musculus",242313,"M",59,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/2/2016","F2S4_160502_005","RFP-positive","A8S4_160511_01","L8S4_160517_01_G07",406,"LS-15097_S55_E1-50","LS-15097","R8S4-160527",3262174,90.47220754657,6.26252085022627,3.26527160320369,0.071332798,0.000459816,83.01160514,0.002601946,0.007555084,94.10549529,0.372145192,8828,7809,148.06,148.06,"GABAergic","Sst","Sst Tac1 Tacr3",0.9257,0.863231808,"Core","F2S4_160502_005_G01","Sst",1,"F2S4_160502_005_G01",5191.46521450051,1454.4104833648
"F2S4_160621_001_E01","F2S4",1963244,10169,535959179,"Cells","Mus musculus",253374,"M",59,"Normal","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Pvalb-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/21/2016","F2S4_160621_001","RFP-positive","A8S4_160623_01","L8S4_160701_02_E10",371,"LS-15354_S77_E1-50","LS-15354","R8S4-160712",2893534,82.1583432392083,13.4575707869631,4.38408597382856,0.084775226,0.000345598,84.20557699,0.001888694,0.004127824,95.27370337,0.354992048,11427,10353,150.34,150.34,"GABAergic","Pvalb","Pvalb Tpbg",0.0758,0.884446781,"Core","F2S4_160621_001_E01","Pvalb",1,"F2S4_160621_001_E01",5234.45917432267,1412.26547575402
"F2S4_161010_032_D01","F2S4",1651393,8751,558031281,"Cells","Mus musculus",274153,"M",58,"Normal","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Sst-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/10/2016","F2S4_161010_032","RFP-positive","A8S4_161013_01","L8S4_161019_01_D08",373,"LS-15579_S60_E1-50","LS-15579","R8S4-161028",2521306,79.4553905852278,16.2482828054031,4.29632660936907,0.122158913,0.000237972,84.3039282,0.003064285,0.00787568,94.96506969,0.351135526,10038,8887,83.29,83.29,"GABAergic","Sst","Sst Tac1 Tacr3",0.4469,0.853774498,"Intermediate","F2S4_161010_032_D01","Sst",1,"F2S4_161010_032_D01",5231.66124785001,1452.16750085869
"F2S4_160404_004_C01","F2S4",2065972,10308,519598811,"Cells","Mus musculus",237585,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_004","RFP-positive","A8S4_160411_01","L8S4_160419_02_C03",366,"LS-15066_S19_E1-50","LS-15066","R8S4-160506-V1",2826159,85.3526344757624,11.0173692426456,3.62999628159201,0.267500873,0.000672291,87.08398926,0.002424492,0.006088829,96.20743207,0.348443946,11244,10448,240.61,240.61,"GABAergic","Lamp5","Lamp5 Krt73",0.0508,0.892704339,"Core","F2S4_160404_004_C01","Lamp5",1,"F2S4_160404_004_C01",2570.68454909395,3080.66508556042
"F2S4_160405_011_G01","F2S4",1747739,10067,521592369,"Cells","Mus musculus",237569,"M",59,"Normal","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","Ndnf-IRES2-dgCre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_011","RFP-positive","A8S4_160413_03","L8S4_160427_01_G05",428,"LS-15073_S39_E1-50","LS-15073","R8S4-160513",2550224,81.7246689372492,14.4097982679014,3.8655327948494,0.224372447,0.000431335,85.40496835,0.003295005,0.005760278,92.52355871,0.330405221,11216,10265,408.2,408.2,"GABAergic","Lamp5","Lamp5 Ntn1 Npy2r",0.3087,0.852506346,"Intermediate","F2S4_160405_011_G01","Lamp5",1,"F2S4_160405_011_G01",2537.54335949592,3103.06288795323
"F2S4_160415_008_A01","F2S4",2130807,9418,521593903,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_008","RFP-positive","A8S4_160420_01","L8S4_160427_03_A06",467,"LS-15075_S41_E1-50","LS-15075","R8S4-160513",2808917,88.9309931258174,7.66329142909789,3.40571544508467,0.184163505,0.00039161,86.59291108,0.001339662,0.005019016,96.08286753,0.344930265,10248,9530,106.45,106.45,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.3157,0.882748131,"Core","F2S4_160415_008_A01","Sst",1,"F2S4_160415_008_A01",2889.14343000906,2431.18876636212
"F2S4_160303_016_G01","F2S4",2470223,9441,527151157,"Cells","Mus musculus",233175,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/3/2016","F2S4_160303_016","RFP-positive","A8S4_160311_02","L8S4_160323_01_G08",428,"LS-15038_S63_E1-50","LS-15038","R8S4-160405-M",3398118,86.3479868433916,9.58068108179923,4.07133207480913,0.104234167,0.007092161,85.73121946,0.002261252,0.007160434,95.75506207,0.36035413,10618,9575,230.13,230.13,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.1692,0.867570864,"Core","F2S4_160303_016_G01","Sst",1,"F2S4_160303_016_G01",2859.2093104889,2404.65673876239
"F2S4_160422_008_D01","F2S4",1651279,9858,522732474,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_008","RFP-positive","A8S4_160426_02","L8S4_160503_04_D11",486,"LS-15080_S84_E1-50","LS-15080","R8S4-160520",2380443,82.6734318727334,13.2578601601901,4.06870796707648,0.099729336,0.004620989,85.94030607,0.002482731,0.005229279,95.76221737,0.35432049,10894,10042,482.26,482.26,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.887144577,"Core","F2S4_160422_008_D01","L2/3 IT",1,"F2S4_160422_008_D01",1036.67979050855,6837.462250593
"F2S4_160422_009_G01","F2S4",1423203,9879,522733056,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_009","RFP-positive","A8S4_160426_03","L8S4_160505_01_G08",404,"LS-15081_S63_E1-50","LS-15081","R8S4-160520",2170139,77.5747336681349,18.0218578401452,4.40340849171986,0.142525433,0.00571392,86.54450245,0.002184192,0.004679885,95.42319639,0.33845783,11070,10046,323.48,323.48,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.889091901,"Core","F2S4_160422_009_G01","L2/3 IT",1,"F2S4_160422_009_G01",1044.05447510643,6758.26872444264
"F2S4_160426_016_E01","F2S4",1769575,10116,522733685,"Cells","Mus musculus",242303,"F",53,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/26/2016","F2S4_160426_016","RFP-positive","A8S4_160428_01","L8S4_160505_02_E06",398,"LS-15082_S45_E1-50","LS-15082","R8S4-160520",2738740,75.78013496394,19.2861410019643,4.93372403409569,0.129950269,0.005403945,87.64680108,0.001631042,0.004701432,96.42894178,0.345907017,11460,10349,272.02,272.02,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.887744892,"Core","F2S4_160426_016_E01","L2/3 IT",1,"F2S4_160426_016_E01",1006.35409723423,6810.4774524349
"F2S4_160426_018_C01","F2S4",1779699,10456,522733838,"Cells","Mus musculus",242303,"F",53,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/26/2016","F2S4_160426_018","RFP-positive","A8S4_160428_01","L8S4_160505_02_C09",388,"LS-15082_S67_E1-50","LS-15082","R8S4-160520",2566959,81.4600067830105,14.211896249859,4.32809696713057,0.150567267,0.002532179,87.00142854,0.00156177,0.005118508,96.25334881,0.358044041,11610,10670,296.07,296.07,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.880084935,"Core","F2S4_160426_018_C01","L2/3 IT",1,"F2S4_160426_018_C01",1044.64972034654,6798.26429523622
"F2S4_161017_012_B01","F2S4",1715721,8446,567013051,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_012","RFP-positive","A8S4_161216_03","L8S4_161222_02_B05",413,"SM-D9CXQ_S34_E1-50","SM-D9CXQ","R8S4-170112",2274692,89.7425130551633,6.8186015416403,3.43888540319641,0.238669675,0.00021981,85.2205925,0.010534613,0.00264915,95.51055703,0.363860943,9393,8547,427.31,427.31,"GABAergic","Vip","Vip Pygm C1ql1",0.1951,0.823534251,"Core","F2S4_161017_012_B01","Vip",1,"F2S4_161017_012_B01",3320.55585159241,1403.18368925629
"F2S4_160127_004_D01","F2S4",1449312,10350,527145553,"Cells","Mus musculus",227800,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/27/2016","F2S4_160127_004","RFP-positive","A8S4_160303_02","L8S4_160308_03_D03",605,"LS-15025_S20_E1-50","LS-15025","R8S4-160328",2372871,76.2504979483463,18.5402089851969,5.2092930664568,0.119433378,0.001559293,82.51691727,0.003775595,0.037161312,92.28521062,0.367589305,11669,10563,302.17,302.17,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.0894,0.882457913,"Core","F2S4_160127_004_D01","L2/3 IT",1,"F2S4_160127_004_D01",1558.42188762869,4093.31097711756
"F2S4_160329_005_G01","F2S4",1995310,10525,519594067,"Cells","Mus musculus",237300,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/29/2016","F2S4_160329_005","RFP-positive","A8S4_160404_02","L8S4_160414_02_G10",430,"LS-15059_S79_E1-50","LS-15059","R8S4-160504",3128770,76.7865837113947,17.9073249936728,5.30609129493251,0.126950846,0.000127846,85.01139425,0.002345011,0.006209789,94.25138313,0.33465653,12036,10651,225.97,225.97,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1001,0.862068626,"Core","F2S4_160329_005_G01","L2/3 IT",1,"F2S4_160329_005_G01",1525.83520897957,4178.64254293747
"F2S4_160330_019_A01","F2S4",1732250,9948,519594963,"Cells","Mus musculus",237303,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/30/2016","F2S4_160330_019","RFP-positive","A8S4_160407_02","L8S4_160414_04_A01",551,"LS-15061_S01_E1-50","LS-15061","R8S4-160504",2537036,83.1042632743885,12.3288300308727,4.5669066947388,0.127747497,0.000512409,84.11926358,0.002934527,0.007275419,95.02722862,0.353075763,11086,10085,316.91,316.91,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.0978,0.878528356,"Core","F2S4_160330_019_A01","L2/3 IT",1,"F2S4_160330_019_A01",1592.98883772476,4117.478673911
"F2S4_160330_019_G01","F2S4",1340201,10059,519595011,"Cells","Mus musculus",237303,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/30/2016","F2S4_160330_019","RFP-positive","A8S4_160407_02","L8S4_160414_04_G01",627,"LS-15061_S07_E1-50","LS-15061","R8S4-160504",2083603,77.0596323929613,17.6482288817261,5.29213872531258,0.136926276,0.00316759,85.89683351,0.002834993,0.005609514,95.42604805,0.340632413,11302,10299,298.04,298.04,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.0894,0.878589339,"Core","F2S4_160330_019_G01","L2/3 IT",1,"F2S4_160330_019_G01",1535.16166166963,4139.72419444164
"F2S4_160701_042_B01","F2S4",1558290,9181,539391607,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_042","RFP-positive","A8S4_160715_03","L8S4_160722_04_B10",396,"LS-15381_S74_E1-50","LS-15381","R8S4-160729",2786712,79.0553223411307,16.3828220297597,4.56185562910958,0.081458005,3.59e-05,72.79876787,0.003629726,0.006785775,81.93713595,0.452848274,10506,9370,371.76,371.76,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.0862,0.853278536,"Core","F2S4_160701_042_B01","L2/3 IT",1,"F2S4_160701_042_B01",1573.16035006306,4152.21814824568
"F2S4_160428_017_H01","F2S4",1937168,9601,522739078,"Cells","Mus musculus",242308,"M",55,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/28/2016","F2S4_160428_017","RFP-positive","A8S4_160502_01","L8S4_160510_01_H12",450,"LS-15089_S96_E1-50","LS-15089","R8S4-160524",2811497,82.4255452411909,13.2762678040842,4.29818695472485,0.148390697,0.00323671,85.2615884,0.002200963,0.00410742,93.99519189,0.338271149,10796,9741,311.22,311.22,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0313,0.875825321,"Core","F2S4_160428_017_H01","L4",1,"F2S4_160428_017_H01",1700.39325195198,5378.61953705385
"F2S4_161007_006_B01","F2S4",1364995,9653,559954870,"Cells","Mus musculus",273954,"M",57,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/7/2016","F2S4_161007_006","RFP-positive","A8S4_161028_05","L8S4_161107_01_B08",413,"SM-D9EP5_S58_E1-50","SM-D9EP5","R8S4-161116",2159504,76.0047088874378,19.6175379191541,4.37775319340811,0.114841186,0.002083812,85.35848973,0.003850421,0.001526739,92.52689506,0.363511073,10802,9874,619.59,619.59,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0313,0.864525994,"Core","F2S4_161007_006_B01","L4",1,"F2S4_161007_006_B01",1676.41802281369,5410.63810022846
"F2S4_160405_036_C01","F2S4",1997213,8228,519598551,"Cells","Mus musculus",237583,"M",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_036","RFP-positive","A8S4_160408_03","L8S4_160419_01_C11",413,"LS-15065_S83_E1-50","LS-15065","R8S4-160504",2863868,83.4972746282776,12.7175042928003,3.78522107892215,0.245542043,0.000209507,84.95094746,0.003768679,0.007064222,95.06391356,0.345271987,9570,8347,475.93,475.93,"GABAergic","Vip","Vip Crispld2 Htr2c",0.3109,0.845487163,"Core","F2S4_160405_036_C01","Vip",1,"F2S4_160405_036_C01",4209.48717848812,1799.89037906471
"F2S4_160415_023_A01","F2S4",1423159,7286,522730919,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_023","RFP-positive","A8S4_160422_03","L8S4_160503_02_A09",454,"LS-15078_S65_E1-50","LS-15078","R8S4-160520",2325892,76.6483071293924,19.088045815258,4.26364705534966,0.207662265,8.6e-05,81.71299441,0.002563748,0.009953171,90.97821395,0.340854137,8551,7443,341.37,341.37,"GABAergic","Vip","Vip Crispld2 Htr2c",0.3381,0.847309979,"Core","F2S4_160415_023_A01","Vip",1,"F2S4_160415_023_A01",4276.18821484626,1758.48930327146
"F2S4_160429_009_B01","F2S4",2200704,7817,523735763,"Cells","Mus musculus",242314,"F",56,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/29/2016","F2S4_160429_009","RFP-positive","A8S4_160509_02","L8S4_160513_04_B06",448,"LS-15096_S42_E1-50","LS-15096","R8S4-160527",3173526,83.7897681061328,12.8650857460871,3.34514614778014,0.24001694,9.45e-05,84.17744175,0.003444119,0.010298009,95.29138882,0.34255256,8978,7931,420.67,420.67,"GABAergic","Vip","Vip Crispld2 Htr2c",0.2864,0.852055151,"Core","F2S4_160429_009_B01","Vip",1,"F2S4_160429_009_B01",4275.71665664218,1813.4666664181
"F2S4_160516_019_A01","F2S4",2147262,7133,530713553,"Cells","Mus musculus",245824,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/16/2016","F2S4_160516_019","RFP-positive","A8S4_160615_04","L8S4_160622_02_A06",433,"LS-15346_S41_E1-50","LS-15346","R8S4-160707",3054096,83.155192223985,13.7905215278696,3.05428624814543,0.235290574,0.000196457,86.36608018,0.004331887,0.008016775,96.12245326,0.346611532,8152,7270,521.92,521.92,"GABAergic","Vip","Vip Crispld2 Htr2c",0.1976,0.827568231,"Core","F2S4_160516_019_A01","Vip",1,"F2S4_160516_019_A01",4236.46823063794,1744.04720360235
