"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y","CC_1","CC_2","CC_3"
"F2S4_160622_001_D01","F2S4",1528759,9565,535903005,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_001","RFP-positive","A8S4_160627_01","L8S4_160706_03_D01",461,"LS-15359_S04_E1-50","LS-15359","R8S4-160715",2358898,77.2832363587044,18.4454776966896,4.27128594460593,0.09835101,0.005934975,85.99549451,0.001823733,0.004498711,95.92682685,0.33396051,10746,9754,148.37,148.37,"Glutamatergic","L5 IT","Batf3",0.1744,0.895946665,"Core","F2S4_160622_001_D01","L5 IT",1,"F2S4_160622_001_D01",1635.09158323352,5912.14555193696,-0.0059678114454742,-0.00918212569577215,0.398320866101006
"F2S4_180110_053_G01","F2S4",765621,8596,660544039,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_053","RFP-positive","A8S4_180111_08","L8S4_180118_01_G08",380,"SM-GE675_S159_E1-50","SM-GE675","R8S4-180124",1057153,85.7096505269037,10.3789730245361,3.91137644856023,0.113607018,0.002081061,86.00401266,0.004219824,0.002518084,96.19525272,0.361116401,9457,8751,105.94,105.94,"Glutamatergic","L5 IT","Batf3",0.1374,0.892138377,"Core","F2S4_180110_053_G01","L5 IT",1,"F2S4_180110_053_G01",1662.04929178981,5882.36740169426,0.0131339115727893,-0.032053516013955,0.350990291554582
"F2S4_160624_030_E01","F2S4",1522095,10109,535909532,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_030","RFP-positive","A8S4_160630_03","L8S4_160708_04_E07",347,"LS-15364_S53_E1-50","LS-15364","R8S4-160715",2462638,75.1402390451405,19.8630796768038,4.99668127805568,0.122145439,0.000203034,84.30382379,0.002319058,0.006476794,94.19638615,0.353451068,11467,10282,147.81,147.81,"Glutamatergic","L5 IT","Batf3",0.1374,0.891120132,"Core","F2S4_160624_030_E01","L5 IT",1,"F2S4_160624_030_E01",1657.44113900398,5832.77338157916,0.0677624524848915,-0.0542419310183801,0.508126325990156
"F2S4_160624_024_F01","F2S4",1646583,9444,535911143,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_024","RFP-positive","A8S4_160705_01","L8S4_160712_01_F05",NA,"LS-15365_S38_E1-50","LS-15365","R8S4-160715",2429030,80.8716831430264,14.7846973833792,4.34361947359437,0.095387871,0.000411687,85.69696546,0.002962911,0.00564958,96.05694454,0.351825305,10613,9650,270.48,270.48,"Glutamatergic","L5 IT","Batf3",0.1744,0.883116236,"Core","F2S4_160624_024_F01","L5 IT",1,"F2S4_160624_024_F01",3400.82545292029,1554.20325015275,0.0255428300813552,-0.0160967251266168,0.36724831582903
"F2S4_160328_014_C01","F2S4",1895998,7880,583382420,"Cells","Mus musculus",236509,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/28/2016","F2S4_160328_014","RFP-positive","A8S4_170324_02","L8S4_170330_05_G12",395,"SM-D9D8K_S95_E1-50","SM-D9D8K","R8S4-170412",2698424,85.3974303603717,10.618552932176,3.98401670745223,0.114511285,0.000111176,84.12766118,0.001654299,0.002102338,95.10818166,0.368088177,9223,8036,219.76,219.76,"Glutamatergic","L5 IT","Batf3",0.1594,0.838196334,"Core","F2S4_160328_014_C01","L5 IT",1,"F2S4_160328_014_C01",2022.39217964286,6128.16949954256,0.0955562129233234,-0.049229423017297,0.255474428527949
"F2S4_160622_022_G01","F2S4",1500286,9917,535909291,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_022","RFP-positive","A8S4_160630_03","L8S4_160708_04_G03",388,"LS-15364_S23_E1-50","LS-15364","R8S4-160715",2190284,81.6380302497673,14.3455030569092,4.01646669332347,0.118569099,0.000228281,85.92958721,0.00281653,0.004834076,96.38005848,0.358378746,11036,10110,309.09,309.09,"Glutamatergic","L5 IT","Batf3",0.1498,0.878762363,"Core","F2S4_160622_022_G01","L5 IT",1,"F2S4_160622_022_G01",1978.12904836588,6110.68413994969,0.156318522431961,-0.0662993886103109,0.260831754524232
"F2S4_160426_019_H01","F2S4",1212018,9923,522733942,"Cells","Mus musculus",242303,"F",53,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/26/2016","F2S4_160426_019","RFP-positive","A8S4_160428_01","L8S4_160505_02_H10",394,"LS-15082_S80_E1-50","LS-15082","R8S4-160520",1699534,82.3635493636387,13.6330677773543,4.00338285900698,0.143156889,0.000647236,88.28926047,0.00241478,0.004637153,96.51592731,0.349969412,10924,10117,539.56,539.56,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1019,0.888608851,"Core","F2S4_160426_019_H01","L5 IT",1,"F2S4_160426_019_H01",1870.97069790522,4946.04888405244,0.0247576260483607,0.308170095849833,-0.219574482122529
"F2S4_160622_019_F01","F2S4",1725747,10127,535908554,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_019","RFP-positive","A8S4_160630_02","L8S4_160708_03_F03",431,"LS-15363_S22_E1-50","LS-15363","R8S4-160715",2397147,85.3442426171986,10.7256746955086,3.93008268729282,0.120893712,0.000166865,85.94641881,0.002215133,0.003548802,96.65001771,0.356806012,11150,10315,279.08,279.08,"Glutamatergic","L5 IT","Whrn Tox2",0.4493,0.900532639,"Core","F2S4_160622_019_F01","L5 IT",1,"F2S4_160622_019_F01",2185.36904570377,3883.27704233283,-0.0367747798379905,0.0642353560797323,0.164440788531741
"F2S4_160615_005_G01","F2S4",1928347,9036,535949214,"Cells","Mus musculus",250951,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/15/2016","F2S4_160615_005","RFP-positive","A8S4_160620_01","L8S4_160629_02_G07",388,"LS-15350_S55_E1-50","LS-15350","R8S4-160712",2613869,88.2280021602373,8.1451771777953,3.62682066196743,0.108345139,0.000497347,85.05560149,0.002865102,0.004466176,96.63831661,0.368394331,10125,9148,221.89,221.89,"Glutamatergic","L5 IT","Batf3",0.1374,0.885248375,"Core","F2S4_160615_005_G01","L5 IT",1,"F2S4_160615_005_G01",2207.00297085549,3849.63223169984,0.0170525398181353,-0.0362240865323759,0.39087537023429
"F2S4_160622_006_H01","F2S4",1436371,9602,535903366,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_006","RFP-positive","A8S4_160627_01","L8S4_160706_03_H06",434,"LS-15359_S48_E1-50","LS-15359","R8S4-160715",2304928,75.4123368096396,20.1670694332478,4.42059375711257,0.093278402,0.001128018,84.95310916,0.002604854,0.005649634,94.65814117,0.33560426,10909,9788,126.25,126.25,"Glutamatergic","L5 IT","Batf3",0.1374,0.883520194,"Core","F2S4_160622_006_H01","L5 IT",1,"F2S4_160622_006_H01",2188.80496709197,3923.12919430405,0.0401084498143187,0.0296095378034363,0.351661095832751
"F2S4_160317_011_D01","F2S4",2125496,11126,527150288,"Cells","Mus musculus",234648,"M",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/17/2016","F2S4_160317_011","RFP-positive","A8S4_160324_02","L8S4_160330_03_D05",608,"LS-15043_S36_E1-50","LS-15043","R8S4-160405-M",3091810,81.9412634885849,13.6287064340928,4.43003007732224,0.136521973,0.00119671,85.64986205,0.001834524,0.003882515,95.82833357,0.336958299,12402,11305,240.96,240.96,"Glutamatergic","L5 IT","Batf3",0.6326,0.873870946,"Intermediate","F2S4_160317_011_D01","L5 IT",1,"F2S4_160317_011_D01",2253.97627775047,3725.99143547587,0.0832512730029577,0.0385970044339791,0.222229821487758
"F2S4_170126_023_G01","F2S4",1983995,9495,570913872,"Cells","Mus musculus",294813,"M",53,"Normal","Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt","Scnn1a-Tg3-Cre","Ai14(RCL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/26/2017","F2S4_170126_023","RFP-positive","A8S4_170127_01","L8S4_170202_03_G12",413,"SM-D9CZ6_S95_E1-50","SM-D9CZ6","R8S4-170215",2735037,86.5948913416731,9.48461244039516,3.9204962179317,0.100547086,0.000255938,85.30125918,0.003032866,0.001982789,95.7844446,0.360640969,10546,9663,253.38,253.38,"Glutamatergic","L5 IT","Whrn Tox2",0.2686,0.89556221,"Core","F2S4_170126_023_G01","L5 IT",1,"F2S4_170126_023_G01",2202.3978830255,3798.66893931809,-0.0546239877920612,0.0793823358997253,0.0950699931544073
"F2S4_180228_009_A01","F2S4",483417,8187,678697581,"Cells","Mus musculus",373084,"F",74,"Normal","Rorb-IRES2-FlpO/wt;Ai65F/wt","Rorb-IRES2-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","2/28/2018","F2S4_180228_009","RFP-positive","A8S4_180302_06","L8S4_180309_03_A08",395,"SM-GE91H_S153_E1-50","SM-GE91H","R8S4-180321",645565,87.515705865825,7.58857027505601,4.89572385911897,0,0.62782214,85.92922479,0.0030361,0.001768993,96.07026403,0.376658306,8915,8334,416.69,416.69,"Glutamatergic","L5 IT","Col27a1",0.0882,0.883543466,"Core","F2S4_180228_009_A01","L5 IT",1,"F2S4_180228_009_A01",2789.80646313568,4368.45935743539,0.268282938589527,0.0689364005880965,-0.0918287544117349
"F2S4_160901_002_H01","F2S4",1935398,10375,552838666,"Cells","Mus musculus",275830,"M",59,"Normal","Vipr2-IRES2-Cre/wt;PhiC31-neo/Ai14(RCL-tdT)","Vipr2-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L1-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","9/1/2016","F2S4_160901_002","RFP-positive","A8S4_160907_03","L8S4_160913_03_H06",399,"LS-15552_S48_E1-50","LS-15552","R8S4-160923",2735288,83.920079398635,12.5188855391722,3.56103506219281,0.116185206,0.001352691,85.90254481,0.001508068,0.003591578,96.12194401,0.354123661,11479,10568,287.72,287.72,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.896996284,"Core","F2S4_160901_002_H01","L5 IT",1,"F2S4_160901_002_H01",2701.90174052598,2423.32978111487,-0.105692758071079,0.31562877552773,-0.175103759151328
"F2S4_161004_003_H01","F2S4",1587663,9189,559956743,"Cells","Mus musculus",273282,"M",57,"Normal","Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt","Trib2-F2A-CreERT2","Snap25-LSL-F2A-GFP","L","VISp","L4-L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/4/2016","F2S4_161004_003","GFP-positive","A8S4_161031_05","L8S4_161109_02_H01",388,"SM-D9EP8_S08_E1-50","SM-D9EP8","R8S4-161116",2291028,83.0340934087801,13.2593679879843,3.70653860323563,0.092185691,0.000829322,85.1387674,0.003367047,0.00545432,95.29713299,0.358020882,10247,9339,0,0,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.2716,0.861797284,"Core","F2S4_161004_003_H01","L5 IT",1,"F2S4_161004_003_H01",2732.76449415459,2397.8839232004,-0.0732884004689993,0.245917443594159,-0.15192929400365
"F2S4_160624_021_D01","F2S4",1802959,10846,535908163,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_021","RFP-positive","A8S4_160630_01","L8S4_160708_02_D09",408,"LS-15362_S68_E1-50","LS-15362","R8S4-160715",2367854,87.8187589763377,8.94153294056279,3.23970808309949,0.123994131,0.000380091,88.06104599,0.002042778,0.00135608,97.03250285,0.347902482,11732,11047,347.57,347.57,"Glutamatergic","L5 IT","Batf3",0.1462,0.892104418,"Core","F2S4_160624_021_D01","L5 IT",1,"F2S4_160624_021_D01",5081.04887123953,1958.82911782001,0.0811848866209997,-0.0248833495386202,0.375758964154238
"F2S4_160329_012_E01","F2S4",412687,9392,541796504,"Cells","Mus musculus",237300,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/29/2016","F2S4_160329_012","RFP-positive","A8S4_160718_02","L8S4_160726_02_E08",413,"LS-15383_S61_E2-50","LS-15383","R8S4-160805",2864945,86.9383822993563,9.34384289336827,3.7177748072754,0.024921944,6.98e-05,16.84971265,0.000354632,0.001802827,100,0.375287897,10140,9539,78.54,78.54,"Glutamatergic","L5 IT","Col6a1 Fezf2",0.68,0.866994805,"Intermediate","F2S4_160329_012_E01","L5 IT",1,"F2S4_160329_012_E01",5058.14380977618,2002.22722076873,0.190532403688795,-0.098192622883922,0.201015074191976
"F2S4_160624_031_A01","F2S4",1560373,9250,535909564,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_031","RFP-positive","A8S4_160630_03","L8S4_160708_04_A08",398,"LS-15364_S57_E1-50","LS-15364","R8S4-160715",2251862,83.3755905851365,11.8346050528722,4.78980436199135,0.097608113,8.88e-05,85.03447369,0.003429606,0.006244166,95.74463266,0.360782635,10422,9406,250.9,250.9,"Glutamatergic","L5 IT","Col27a1",0.285,0.857472871,"Core","F2S4_160624_031_A01","L5 IT",1,"F2S4_160624_031_A01",2619.71948428121,4363.16941583113,0.324978124269561,-0.0394237918550828,-0.0317244522179789
"F2S4_160622_007_G01","F2S4",1591260,10312,535903785,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_007","RFP-positive","A8S4_160628_01","L8S4_160706_04_G01",456,"LS-15360_S07_E1-50","LS-15360","R8S4-160715",2181552,85.7023054785789,10.7904792435624,3.50721527785867,0.145676106,0.000962617,86.63639464,0.004978566,0.003741832,95.82503649,0.346737716,11229,10505,333.25,333.25,"Glutamatergic","L5 IT","Col27a1",0.0882,0.89696136,"Core","F2S4_160622_007_G01","L5 IT",1,"F2S4_160622_007_G01",2595.50193317197,4693.99133744061,0.304477481365932,0.0306464089823848,-0.0143954790217959
"F2S4_161128_014_G01","F2S4",2117133,10192,563197412,"Cells","Mus musculus",284143,"M",53,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","RSP","RSP, VISam","none","AAV2-retro-EF1a-Cre","OK","11/28/2016","F2S4_161128_014","RFP-positive","A8S4_161130_04","L8S4_161207_06_G10",371,"LS-15933_S79_E1-50","LS-15933","R8S4-161221",2911324,90.387702267476,5.20971765412708,4.40258007839693,0.073918258,0.000206092,81.57154614,0.00284441,0.002846815,94.5141798,0.362033926,11375,10327,171.4,171.4,"Glutamatergic","L5 IT","Col6a1 Fezf2",0.4858,0.847475785,"Core","F2S4_161128_014_G01","L5 IT",1,"F2S4_161128_014_G01",2605.16446252108,4732.80674065347,0.294108965837741,-0.117923871152102,-0.0012320830517708
"F2S4_180110_058_F01","F2S4",841012,8780,660546320,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_058","RFP-positive","A8S4_180111_10","L8S4_180118_03_F09",369,"SM-GE676_S166_E1-50","SM-GE676","R8S4-180124",1185736,84.6778921673815,10.9670600637219,4.35504776889654,0.123973633,0.000337343,85.30119689,0.004600518,0.001857074,95.96959188,0.367769641,9621,8930,269.87,269.87,"Glutamatergic","L5 IT","Whrn Tox2",0.8741,0.887860168,"Core","F2S4_180110_058_F01","L5 IT",1,"F2S4_180110_058_F01",2347.99318159026,3482.31582500063,-0.0118860634294443,0.0703102033295136,0.0942369347942668
"F2S4_160317_025_G01","F2S4",1984922,11152,527153377,"Cells","Mus musculus",234648,"M",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/17/2016","F2S4_160317_025","RFP-positive","A8S4_160329_02","L8S4_160405_02_G03",449,"LS-15048_S23_E1-50","LS-15048","R8S4-160411-M",2831121,83.9231083898573,11.7030527463304,4.37383886381222,0.111828495,0.000388539,85.13779524,0.002426247,0.0042492,95.30567574,0.351823648,12306,11315,387.48,387.48,"Glutamatergic","L5 IT","Col27a1",0.0885,0.896357733,"Core","F2S4_160317_025_G01","L5 IT",1,"F2S4_160317_025_G01",2047.9705691184,6053.64833768385,0.28678392544701,-0.0149246289398798,-0.0305103777746109
"F2S4_160818_005_G01","F2S4",1540254,11317,551133057,"Cells","Mus musculus",264196,"F",56,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/18/2016","F2S4_160818_005","RFP-positive","A8S4_160901_02","L8S4_160908_03_G02",435,"LS-15544_S15_E1-50","LS-15544","R8S4-160916",2229362,81.6132078222703,14.2242154928954,4.16257668483431,0.130171771,8.97e-05,86.50425548,0.001457816,0.002922809,96.48177371,0.33710146,12501,11599,189.74,189.74,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.4763,0.887731184,"Intermediate","F2S4_160818_005_G01","L5 IT",1,"F2S4_160818_005_G01",2267.79822083258,3677.01705736146,-0.0837898068059871,0.248095235603548,-0.0362754815194392
"F2S4_180110_004_C01","F2S4",685136,8859,660543372,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_004","RFP-positive","A8S4_180111_08","L8S4_180118_01_C01",381,"SM-GE675_S099_E1-50","SM-GE675","R8S4-180124",971022,84.3085363329307,11.9871336436997,3.70433002336965,0.091553024,0.00072089,85.26027217,0.003246064,0.002789844,95.72780019,0.359293101,9782,9021,205.97,205.97,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.885279131,"Core","F2S4_180110_004_C01","L5 IT",1,"F2S4_180110_004_C01",2268.51117033394,3637.02341157855,-0.163452133005711,0.33231920645969,-0.237600599985462
"F2S4_160128_014_A01","F2S4",2334887,10225,527149505,"Cells","Mus musculus",227802,"M",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/28/2016","F2S4_160128_014","RFP-positive","A8S4_160318_03","L8S4_160330_01_A04",592,"LS-15041_S25_E1-50","LS-15041","R8S4-160405-M",3664812,78.0927173265978,17.3333777042631,4.57390496913917,0.107672645,0.000436584,83.628328,0.003075192,0.008458824,94.41076377,0.347377702,11747,10415,177.36,177.36,"Glutamatergic","L5 IT","Col6a1 Fezf2",0.6499,0.882976356,"Core","F2S4_160128_014_A01","L5 IT",1,"F2S4_160128_014_A01",2476.77519583741,4227.37279454769,0.227142923442646,-0.0828175869884665,0.216842615849004
"F2S4_170116_001_F01","F2S4",2175762,10610,570282687,"Cells","Mus musculus",292251,"M",58,"Normal","Rorb-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","Rorb-IRES2-Cre-neo","Ai14(RCL-tdT)","L","VISp","L2/3-L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/16/2017","F2S4_170116_001","RFP-positive","A8S4_170118_01","L8S4_170125_06_F05",440,"SM-D9CYP_S38_E1-50","SM-D9CYP","R8S4-170208",3063339,84.394443426167,11.7392821114671,3.86627446236598,0.108606981,0.000522306,85.62013541,0.006976374,0.001780737,96.28111678,0.356268381,11630,10791,326.11,326.11,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.90597242,"Core","F2S4_170116_001_F01","L5 IT",1,"F2S4_170116_001_F01",5293.50534902054,1672.08396586603,-0.0882277311857924,0.269576989947928,-0.157431993751169
"F2S4_161103_007_D01","F2S4",2027628,9776,562416143,"Cells","Mus musculus",278624,"F",57,"Normal","Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt","Sim1-Cre_KJ18","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/3/2016","F2S4_161103_007","RFP-positive","A8S4_161123_03","L8S4_161201_03_D06",330,"LS-15912_S44_E1-50","LS-15912","R8S4-161215",2872973,90.10311190491,4.09128812714095,5.80559996794909,0.107136405,0.000313264,79.18302748,0.003306331,0.009133396,90.46409416,0.392570038,10876,9846,194.92,194.92,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1138,0.890151407,"Core","F2S4_161103_007_D01","L5 IT",1,"F2S4_161103_007_D01",5316.34157438685,2122.41925387221,-0.182146621009107,0.327372694036567,-0.129403251010013
"F2S4_160328_013_F01","F2S4",1774229,10521,527151935,"Cells","Mus musculus",236509,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/28/2016","F2S4_160328_013","RFP-positive","A8S4_160401_03","L8S4_160406_03_F04",550,"LS-15052_S30_E1-50","LS-15052","R8S4-160411-M",2479893,83.710733926936,12.8768279594784,3.4124381135856,0.127787771,0,86.849231,0.002769474,0.004274378,94.82860752,0.346492637,11484,10726,546.8,546.8,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1501,0.905854296,"Core","F2S4_160328_013_F01","L5 IT",1,"F2S4_160328_013_F01",5380.96256675597,2111.37527060977,-0.0588263870665831,0.336824917753422,-0.0783772704136203
"F2S4_160701_014_A01","F2S4",1569790,10093,539390146,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_014","RFP-positive","A8S4_160715_02","L8S4_160722_03_A08",503,"LS-15380_S57_E1-50","LS-15380","R8S4-160729",2035767,88.9348360747763,8.21815637456369,2.84700755066,0.140684076,9.82e-05,88.31845688,0.004193014,0.001446629,97.60910753,0.348184724,10798,10284,923.98,923.98,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1522,0.888080117,"Core","F2S4_160701_014_A01","L5 IT",1,"F2S4_160701_014_A01",5325.28247109419,2059.37965204973,-0.0887794907400667,0.379087144034647,-0.0233338849922494
"F2S4_161007_002_B01","F2S4",2084104,11063,558026029,"Cells","Mus musculus",273954,"M",57,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/7/2016","F2S4_161007_002","RFP-positive","A8S4_161012_03","L8S4_161018_02_B06",409,"LS-15576_S42_E1-50","LS-15576","R8S4-161027",2860719,86.1178876845424,10.4210344059325,3.46107790952505,0.123919896,0.001363294,86.00194566,0.002940869,0.003558896,95.95276572,0.355008269,12040,11207,328.94,328.94,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1767,0.898284341,"Core","F2S4_161007_002_B01","L5 IT",1,"F2S4_161007_002_B01",5344.79015732601,2094.30026834122,-0.0832351687756787,0.273991903278754,-0.0986864434076193
"F2S4_161004_004_F01","F2S4",1622808,10078,559956791,"Cells","Mus musculus",273282,"M",57,"Normal","Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt","Trib2-F2A-CreERT2","Snap25-LSL-F2A-GFP","L","VISp","L4-L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/4/2016","F2S4_161004_004","GFP-positive","A8S4_161031_05","L8S4_161109_02_F02",425,"SM-D9EP8_S14_E1-50","SM-D9EP8","R8S4-161116",2164530,88.5033585214214,8.3439925616438,3.15264891693476,0.14622112,0.000369595,86.21479028,0.002768268,0.003195613,96.7882173,0.365454308,10999,10257,0,0,"Glutamatergic","L5 IT","Whrn Tox2",0.1896,0.903227814,"Core","F2S4_161004_004_F01","L5 IT",1,"F2S4_161004_004_F01",2778.49819547949,2649.80844336017,-0.0991940344662208,0.21550592057701,-0.0249232205681922
