gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cycling PVL	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.014	0.0	0.086
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.014	0.0	0.086
CCR5	P51681	False	CCR5_HUMAN		CPI-SS09C16258E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.014	0.0	0.086
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C30EC0DE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.014	0.0	0.086
CD6	P30203	False	CD6_HUMAN		CPI-SS04256AA73	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.209	0.195
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.067	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.067	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.067	0.0	0.0	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS038E5B8D9	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.135	0.135	0.0	0.028	0.0	0.0	0.0	0.022	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS013E6EBC3	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.135	0.135	0.0	0.028	0.0	0.0	0.0	0.022	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS039266778	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.135	0.135	0.0	0.028	0.0	0.0	0.0	0.022	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS027DD8311	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.135	0.135	0.0	0.028	0.0	0.0	0.0	0.022	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS00D1CB372	0.0	0.0	0.037	0.044	0.017	0.0	0.0	0.201	0.0	0.143	0.0	0.0	0.031	0.0	0.048	0.0	0.066	0.0	0.0	0.017	0.1	0.095
SELL	P14151	False	LYAM1_HUMAN		CPI-SS01EBB8D76	0.0	0.0	0.037	0.044	0.017	0.0	0.0	0.201	0.0	0.143	0.0	0.0	0.031	0.0	0.048	0.0	0.066	0.0	0.0	0.017	0.1	0.095
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.0	0.0	0.037	0.044	0.017	0.0	0.0	0.201	0.0	0.143	0.0	0.0	0.031	0.0	0.048	0.0	0.066	0.0	0.0	0.017	0.1	0.095
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0D479FBB7	0.0	0.0	0.037	0.044	0.017	0.0	0.0	0.201	0.0	0.143	0.0	0.0	0.031	0.0	0.048	0.0	0.066	0.0	0.0	0.017	0.1	0.095
CD40	P25942	False	TNR5_HUMAN		CPI-SS0D9E45677	0.0	0.063	0.085	0.156	0.126	0.0	0.0	0.307	0.0	0.259	0.176	0.0	0.199	0.0	0.252	0.0	0.067	0.056	0.066	0.059	0.038	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.931	0.0	0.143	0.247	0.0	0.029	0.0	0.0	0.015	0.0	0.024	0.049	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0BDC04683	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.931	0.0	0.143	0.247	0.0	0.029	0.0	0.0	0.015	0.0	0.024	0.049	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0B111D2F5	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.931	0.0	0.143	0.247	0.0	0.029	0.0	0.0	0.015	0.0	0.024	0.049	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS085C6A191	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.931	0.0	0.143	0.247	0.0	0.029	0.0	0.0	0.015	0.0	0.024	0.049	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.148	0.0	0.0	0.0	0.0	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS01999882C	0.0	0.0	0.177	0.0	0.013	0.0	0.0	0.164	0.0	0.0	0.0	0.119	0.061	0.0	0.0	0.0	0.0	0.013	0.0	0.107	0.379	0.505
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0A72C2360	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.011	0.235	0.378
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242	0.014	0.0	0.0	0.0	0.0	0.191	0.0	0.443	0.0	0.0	0.0	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS0A2D7895C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.032	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	0.14	0.0	0.0	0.167	0.108	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.12	0.0	0.022	0.0	0.0	0.027	0.0	0.0	0.256	0.0
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	0.14	0.0	0.0	0.167	0.108	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.12	0.0	0.022	0.0	0.0	0.027	0.0	0.0	0.256	0.0
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	0.14	0.0	0.0	0.167	0.108	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.12	0.0	0.022	0.0	0.0	0.027	0.0	0.0	0.256	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	0.131	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	0.131	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	0.131	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.014	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A6FCBF7C	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0FC612D4D	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0AFCA0602	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS052ADA696	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0DB3F5A37	0.0	0.0	0.0	0.048	0.039	0.0	0.0	0.108	0.0	0.183	0.62	0.848	0.261	0.0	0.047	0.0	0.0	0.016	0.0	0.017	0.098	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS029811409	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS08E4D6FA9	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS065B2DBAE	0.0	0.0	0.064	0.079	0.128	0.0	0.0	0.122	0.0	0.008	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.063	0.028	0.0	0.0	0.0
MCAM	P43121	False	MUC18_HUMAN		CPI-SS0730D1EF3	0.0	0.0	0.043	0.037	0.01	0.0	0.614	0.102	0.0	0.206	0.256	0.364	0.886	0.33	0.022	0.0	0.0	0.502	0.368	0.012	0.0	0.0
NRCAM	Q92823	False	NRCAM_HUMAN		CPI-SS0BDC912F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.622	0.16	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.148	0.0	0.023	0.0	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG1	Q9Y653	False	AGRG1_HUMAN		CPI-SS0343DD0EE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.061	0.089	0.675	0.015	0.0	0.0	0.0	0.024	0.015	0.0	0.081
ADGRG1	Q9Y653	False	AGRG1_HUMAN		CPI-SS09C0B8677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.061	0.089	0.675	0.015	0.0	0.0	0.0	0.024	0.015	0.0	0.081
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS015BF69EE	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS01771D11B	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS06D2944B5	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0924C61F1	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0BBF93C62	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0335C4DDE	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0087B834D	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSTR2	P30874	False	SSR2_HUMAN		CPI-SS0C272BD3D	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.034	0.108	0.0	0.0	0.015	0.0	0.0	0.033	0.055	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0AB1F04A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.004	0.0	0.0	0.0	0.0	0.259	0.0	0.294	0.0	0.0	0.021	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS015162AFC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.004	0.0	0.0	0.0	0.0	0.259	0.0	0.294	0.0	0.0	0.021	0.0	0.0
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.026	0.124	0.08	0.011	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09A1EB4B3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.146	0.227
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.146	0.227
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.146	0.227
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	0.0	0.0	0.0	0.041	0.042	0.0	0.0	0.0	0.0	0.057	0.033	0.349	0.241	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0669CC233	0.0	0.0	0.173	0.0	0.026	0.0	0.0	0.18	0.905	0.0	0.075	0.0	0.164	0.0	0.299	0.0	0.531	0.0	0.026	0.211	0.208	0.415
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.0	0.0	0.173	0.0	0.026	0.0	0.0	0.18	0.905	0.0	0.075	0.0	0.164	0.0	0.299	0.0	0.531	0.0	0.026	0.211	0.208	0.415
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS0B1535576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.026	0.03	0.183	0.734
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0118D1B89	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS056DF06D6	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-CS0D69D106B	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0E4245B64	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS076F4624B	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS0305C793D	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.083	0.0	0.184	0.0	0.093	0.031	0.044	0.01	0.111	0.216
ESR1	P03372	False	ESR1_HUMAN		CPI-CS09B8977D7	0.0	0.0	0.0	0.064	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.011	0.0	0.0	0.0	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-CS0168A25C9	0.0	0.0	0.0	0.064	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.011	0.0	0.0	0.0	0.0
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0259A0EB4	0.034	0.09	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS099F73A95	0.034	0.09	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	0.0	0.136	0.044	0.036	0.079	1.731	0.0	0.121	0.0	0.122	0.075	0.198	0.083	0.407	0.019	0.0	0.0	0.129	0.098	0.036	0.103	0.086
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	0.09	0.052	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.182	0.124	0.0	0.014	0.0	0.026	0.0	0.0
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS0D89E7C19	0.132	0.0	0.0	0.062	0.006	0.0	0.0	0.09	0.0	0.045	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.019	0.027	0.011	0.0	0.0
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0412B081A	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.141	0.061	0.058	0.0	0.014	0.0	0.056	0.06	0.025	0.0	0.0	0.107
LRP5	O75197	False	LRP5_HUMAN		CPI-SS09EE83769	0.034	0.0	0.081	0.02	0.016	0.0	0.0	0.0	0.0	0.025	0.0	0.108	0.053	0.0	0.02	0.124	0.0	0.0	0.0	0.016	0.0	0.0
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0FB520A95	0.034	0.0	0.081	0.02	0.016	0.0	0.0	0.0	0.0	0.025	0.0	0.108	0.053	0.0	0.02	0.124	0.0	0.0	0.0	0.016	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0703C3CE4	0.034	0.0	0.0	0.025	0.039	0.0	0.0	0.0	0.0	0.035	0.263	0.204	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS063D79C85	0.034	0.0	0.0	0.025	0.039	0.0	0.0	0.0	0.0	0.035	0.263	0.204	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0C977FC22	0.034	0.0	0.0	0.025	0.039	0.0	0.0	0.0	0.0	0.035	0.263	0.204	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.142	0.21	0.0	0.061	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.478	0.784	0.022	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.142	0.21	0.0	0.061	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.478	0.784	0.022	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.142	0.21	0.0	0.061	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.478	0.784	0.022	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.142	0.21	0.0	0.061	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.478	0.784	0.022	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0263EFDDF	0.142	0.21	0.0	0.061	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.478	0.784	0.022	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.0	0.065	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.112	0.727	0.269	0.533	0.0	0.066	0.0	0.086	0.0	0.0	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.065	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.112	0.727	0.269	0.533	0.0	0.066	0.0	0.086	0.0	0.0	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0558101D1	0.0	0.065	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.112	0.727	0.269	0.533	0.0	0.066	0.0	0.086	0.0	0.0	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.065	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.112	0.727	0.269	0.533	0.0	0.066	0.0	0.086	0.0	0.0	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS096F3E0F2	0.0	0.065	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.112	0.727	0.269	0.533	0.0	0.066	0.0	0.086	0.0	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.078	0.343	0.0	0.0	0.037	0.0	0.0	0.0	0.222	0.023	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0222DF7B4	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05BB5902B	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS04E33D0FB	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.0	0.0	0.0	0.022	0.011	0.0	0.0	0.0	0.0	0.059	0.027	0.181	0.0	0.33	0.0	0.0	0.0	0.033	0.024	0.024	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0CBCBBA83	0.0	0.0	0.0	0.022	0.011	0.0	0.0	0.0	0.0	0.059	0.027	0.181	0.0	0.33	0.0	0.0	0.0	0.033	0.024	0.024	0.0	0.0
