gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AVN_P_cell	AVN_bundle_cell	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC4_immune	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB1	FB2	FB3	FB4_activated	FB5	FB6	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC1_vent	PC2_atria	PC3_str	PC4_CMC-like	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	myocardium_ventricular	node	vCM1	vCM2	vCM4
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS055B305F1	0.0	0.0	0.0	0.043	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.085	0.011	0.0	0.0	0.0	0.003	0.0	0.402	0.549	0.713	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0544D2759	0.0	0.0	0.0	0.043	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.085	0.011	0.0	0.0	0.0	0.003	0.0	0.402	0.549	0.713	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0A2949959	0.0	0.0	0.0	0.043	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.085	0.011	0.0	0.0	0.0	0.003	0.0	0.402	0.549	0.713	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS0A2D7895C	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS08C411721	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CEACAM8	P31997	False	CEAM8_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.001
RORA	P35398	False	RORA_HUMAN		CPI-CS06A0713BD	1.399	0.608	0.633	1.398	0.479	0.0	0.0	0.071	1.6	1.507	1.931	0.838	0.234	0.617	0.45	0.252	0.362	0.481	0.356	1.004	1.071	1.443	2.296	2.385	2.172	2.277	1.755	2.035	0.069	0.123	0.417	0.287	0.288	0.574	1.714	1.287	2.116	1.297	1.406	1.35	1.073	0.689	1.061	1.391	1.546	0.904	1.306	2.211	2.407	0.563	0.562	0.493
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	1.399	0.608	0.633	1.398	0.479	0.0	0.0	0.071	1.6	1.507	1.931	0.838	0.234	0.617	0.45	0.252	0.362	0.481	0.356	1.004	1.071	1.443	2.296	2.385	2.172	2.277	1.755	2.035	0.069	0.123	0.417	0.287	0.288	0.574	1.714	1.287	2.116	1.297	1.406	1.35	1.073	0.689	1.061	1.391	1.546	0.904	1.306	2.211	2.407	0.563	0.562	0.493
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	1.399	0.608	0.633	1.398	0.479	0.0	0.0	0.071	1.6	1.507	1.931	0.838	0.234	0.617	0.45	0.252	0.362	0.481	0.356	1.004	1.071	1.443	2.296	2.385	2.172	2.277	1.755	2.035	0.069	0.123	0.417	0.287	0.288	0.574	1.714	1.287	2.116	1.297	1.406	1.35	1.073	0.689	1.061	1.391	1.546	0.904	1.306	2.211	2.407	0.563	0.562	0.493
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	1.399	0.608	0.633	1.398	0.479	0.0	0.0	0.071	1.6	1.507	1.931	0.838	0.234	0.617	0.45	0.252	0.362	0.481	0.356	1.004	1.071	1.443	2.296	2.385	2.172	2.277	1.755	2.035	0.069	0.123	0.417	0.287	0.288	0.574	1.714	1.287	2.116	1.297	1.406	1.35	1.073	0.689	1.061	1.391	1.546	0.904	1.306	2.211	2.407	0.563	0.562	0.493
RORC	P51449	False	RORG_HUMAN		CPI-CS0CDFC0C7D	0.021	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.003	0.006	0.001	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.013	0.003	0.003	0.029	0.006	0.0	0.026	0.029	0.021
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	0.021	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.003	0.006	0.001	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.013	0.003	0.003	0.029	0.006	0.0	0.026	0.029	0.021
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	0.021	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.003	0.006	0.001	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.013	0.003	0.003	0.029	0.006	0.0	0.026	0.029	0.021
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	0.021	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.003	0.006	0.001	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.013	0.003	0.003	0.029	0.006	0.0	0.026	0.029	0.021
KLRF2	D3W0D1	False	KLRF2_HUMAN		CPI-SS0CD8D0164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.016	0.0	0.034	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.009	0.0	0.011	0.0	0.004	0.0	0.005	0.002	0.0	0.009	0.0	0.0	0.0	0.0	0.014	0.113	1.906	1.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.001	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A6FCBF7C	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0FC612D4D	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5A6ADB3	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0AFCA0602	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS052ADA696	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0DB3F5A37	0.0	0.04	0.599	0.576	0.0	0.0	0.084	0.196	0.0	0.183	0.0	0.0	0.0	0.397	0.308	0.493	0.299	0.569	0.41	0.379	0.49	0.658	0.049	0.067	0.045	0.08	0.055	0.09	0.149	0.149	0.035	0.0	0.062	0.181	0.168	0.402	0.0	0.174	0.159	0.149	0.207	0.052	0.272	0.017	0.035	0.004	0.019	0.11	0.07	0.029	0.052	0.029
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS029811409	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS06BBCAC08	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS08E4D6FA9	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS065B2DBAE	0.326	0.247	0.552	0.866	0.767	0.845	1.069	1.38	0.25	0.26	0.0	0.163	1.309	0.077	0.0	0.025	0.033	0.0	0.029	0.028	0.092	0.071	0.524	0.595	0.558	0.802	0.705	0.453	0.703	0.293	1.187	0.433	1.013	0.556	0.736	0.144	0.408	0.207	0.254	0.224	0.223	0.236	0.582	0.277	0.322	0.332	0.252	0.786	0.727	0.182	0.125	0.163
MCAM	P43121	False	MUC18_HUMAN		CPI-SS0730D1EF3	0.365	0.373	1.054	0.914	0.12	0.0	0.094	0.0	0.0	0.028	0.0	0.0	0.0	0.291	0.153	0.128	0.105	0.398	0.193	0.251	0.502	0.0	0.019	0.04	0.051	0.035	0.036	0.108	0.0	0.079	0.0	0.0	0.022	0.485	0.796	0.0	0.0	0.548	1.045	1.314	0.6	1.383	1.753	0.296	0.306	0.416	0.328	0.087	0.024	0.106	0.044	0.127
NRCAM	Q92823	False	NRCAM_HUMAN		CPI-SS0BDC912F3	0.002	0.0	0.046	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.015	0.0	0.001	0.004	0.092	0.028	0.018	0.034	0.0	0.006	0.009	0.0	0.0	0.0	0.0	0.337	0.0	0.044	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.003	0.0	0.003	0.0	0.006	0.0	0.003
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.014	0.0	0.0	0.202	0.14	0.098	0.0	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.004	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.203	0.289	0.473	0.0	0.315	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.0	0.001	0.0	0.001
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.0	0.0	0.043	0.013	0.0	0.0	0.137	0.156	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.003	0.017	0.067	0.0	0.0	0.006	0.003	0.007	0.007	0.0	0.056	0.073	0.344	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.009	0.017	0.0	0.0	0.002	0.0	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	0.0	0.0	0.043	0.013	0.0	0.0	0.137	0.156	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.003	0.017	0.067	0.0	0.0	0.006	0.003	0.007	0.007	0.0	0.056	0.073	0.344	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.009	0.017	0.0	0.0	0.002	0.0	0.002
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.043	0.013	0.0	0.0	0.137	0.156	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.003	0.017	0.067	0.0	0.0	0.006	0.003	0.007	0.007	0.0	0.056	0.073	0.344	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.009	0.017	0.0	0.0	0.002	0.0	0.002
ADGRG1	Q9Y653	False	AGRG1_HUMAN		CPI-SS0343DD0EE	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.343	0.278	0.252	0.333	0.375	0.25	0.243	0.016	0.032	0.0	0.005	0.006	0.009	0.011	0.0	0.024	0.0	0.0	0.0	0.0	0.005	0.026	0.735	0.597	0.0	0.0	0.005	0.109	0.017	0.0	0.011	0.0	0.003	0.0	0.024	0.014	0.002	0.0	0.004
ADGRG1	Q9Y653	False	AGRG1_HUMAN		CPI-SS09C0B8677	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.343	0.278	0.252	0.333	0.375	0.25	0.243	0.016	0.032	0.0	0.005	0.006	0.009	0.011	0.0	0.024	0.0	0.0	0.0	0.0	0.005	0.026	0.735	0.597	0.0	0.0	0.005	0.109	0.017	0.0	0.011	0.0	0.003	0.0	0.024	0.014	0.002	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS015BF69EE	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS01771D11B	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0AADAB219	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS06D2944B5	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0924C61F1	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0BBF93C62	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0335C4DDE	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
ADGRG6	Q86SQ4	False	AGRG6_HUMAN		CPI-SS0087B834D	0.062	0.0	0.003	0.009	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.072	0.072	0.0	0.0	0.0	0.0	0.008	0.286	0.527	0.0	0.011	0.005	0.0	0.004	0.011	0.029	0.386	0.269	0.152	0.0	0.361	0.775	0.949	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.009	0.032	0.063	0.053	0.0	0.012	0.001	0.0	0.004
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.316	0.406	0.152	0.083	0.0	0.0	0.341	0.497	0.0	0.039	0.0	0.0	0.236	0.026	0.015	0.025	0.02	0.0	0.004	0.021	0.0	0.0	0.0	0.077	0.098	0.044	0.052	0.099	0.511	0.369	0.832	0.0	0.362	0.046	0.0	0.014	0.0	0.031	0.023	0.02	0.278	0.0	0.085	0.275	0.312	0.386	0.219	0.052	0.07	0.104	0.041	0.086
OPRD1	P41143	False	OPRD_HUMAN		CPI-SS073232B30	0.0	0.0	0.005	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.041	0.0	0.003	0.0	0.005	0.0	0.011	0.001	0.0	0.002
OPRD1	P41143	False	OPRD_HUMAN		CPI-SS0BD6EE954	0.0	0.0	0.005	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.041	0.0	0.003	0.0	0.005	0.0	0.011	0.001	0.0	0.002
OPRD1	P41143	False	OPRD_HUMAN		CPI-CS005209739	0.0	0.0	0.005	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.041	0.0	0.003	0.0	0.005	0.0	0.011	0.001	0.0	0.002
OPRK1	P41145	False	OPRK_HUMAN		CPI-SS08A803A29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.003	0.009	0.001
OPRK1	P41145	False	OPRK_HUMAN		CPI-SS0D1EF9598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.003	0.009	0.001
OPRK1	P41145	False	OPRK_HUMAN		CPI-CS040CDD259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.003	0.009	0.001
OPRM1	P35372	False	OPRM_HUMAN		CPI-SS0F1F74938	0.028	0.029	0.005	0.063	0.0	0.0	0.0	0.036	0.123	0.144	0.0	0.22	0.116	0.0	0.009	0.016	0.029	0.0	0.002	0.011	0.027	0.038	0.0	0.0	0.009	0.004	0.006	0.0	0.027	0.025	0.0	0.0	0.035	0.019	0.0	0.049	0.408	0.0	0.0	0.0	0.0	0.0	0.022	0.027	0.0	0.003	0.009	0.002	0.016	0.011	0.008	0.011
OPRM1	P35372	False	OPRM_HUMAN		CPI-SS0D97012FB	0.028	0.029	0.005	0.063	0.0	0.0	0.0	0.036	0.123	0.144	0.0	0.22	0.116	0.0	0.009	0.016	0.029	0.0	0.002	0.011	0.027	0.038	0.0	0.0	0.009	0.004	0.006	0.0	0.027	0.025	0.0	0.0	0.035	0.019	0.0	0.049	0.408	0.0	0.0	0.0	0.0	0.0	0.022	0.027	0.0	0.003	0.009	0.002	0.016	0.011	0.008	0.011
