gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cancer LumB SC	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
ITGB2	P05107	True	ITB2_HUMAN	integrin_aDb2_complex	CPI-SC032D980B8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC00035437A	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0943ECD6E	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC09DC9200A	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0A3A31D04	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0DEE2AF32	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C93C7670	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC02C7E2DB4	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC00D92ECAF	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0329DFA42	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C09120F1	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC071B77A18	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC003905460	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC0542462B9	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC0EFDBED2D	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
ITGAD	Q13349	True	ITAD_HUMAN	integrin_aDb2_complex	CPI-SC03C325B42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
ITGAD	Q13349	True	ITAD_HUMAN	integrin_aDb2_complex	CPI-SC032D980B8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
ITGAE	P38570	True	ITAE_HUMAN	integrin_aEb7_complex	CPI-SC09D882C18	0.006	0.009	0.179	0.0	0.033	0.018	0.008	0.0	0.362	0.134	0.112	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.053	0.0	0.055	0.218	0.012	0.0	0.113	0.089	0.224
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC00035437A	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0943ECD6E	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC09DC9200A	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0A3A31D04	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0DEE2AF32	0.001	0.004	0.026	0.0	0.0	0.0	0.012	0.068	0.126	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.0	0.074	0.191	0.0	0.0	0.013	0.06	0.065
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0C93C7670	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC02C7E2DB4	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC00D92ECAF	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0329DFA42	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0C09120F1	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC071B77A18	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC003905460	0.01	0.007	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.365	0.019	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.099	0.0	0.064	0.118	0.0	0.0	0.005	0.0	0.09
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.075	0.064	0.0	0.165	0.231	0.092	0.079	0.397	0.049	0.0	0.0	0.28	0.117	0.204	0.18	0.0	0.064	0.265	0.049	0.0	0.0	0.0	0.164	0.345	0.035	0.02	0.017
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-SC0717E21B0	0.075	0.064	0.0	0.165	0.231	0.092	0.079	0.397	0.049	0.0	0.0	0.28	0.117	0.204	0.18	0.0	0.064	0.265	0.049	0.0	0.0	0.0	0.164	0.345	0.035	0.02	0.017
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0A5BCC92E	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0FB36427B	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0F72E9E4E	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC06D7BD0F6	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0D3D23FAA	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC07763D025	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0A6D5D2B1	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC042AD06C6	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC03E67206C	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC021D4420C	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0AA4C3895	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0F0AC498A	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC02EA03F82	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0C4FD0754	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC045FE8A01	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC060FE7871	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	0.071	0.05	0.0	0.065	0.108	0.073	0.064	0.068	0.0	0.0	0.0	0.047	0.022	0.0	0.154	0.0	0.064	0.11	0.015	0.0	0.0	0.0	0.055	0.021	0.035	0.018	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb6_complex	CPI-SC03C27B368	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb6_complex	CPI-SC08AC51E15	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb6_complex	CPI-SC0DA808D76	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	0.005	0.003	0.0	0.013	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	0.071	0.05	0.0	0.065	0.108	0.073	0.064	0.068	0.0	0.0	0.0	0.047	0.022	0.0	0.154	0.0	0.064	0.11	0.015	0.0	0.0	0.0	0.055	0.021	0.035	0.018	0.0
ITGB6	P18564	True	ITB6_HUMAN	integrin_aVb6_complex	CPI-SC03C27B368	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB6	P18564	True	ITB6_HUMAN	integrin_aVb6_complex	CPI-SC08AC51E15	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB6	P18564	True	ITB6_HUMAN	integrin_aVb6_complex	CPI-SC0DA808D76	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB8	P26012	True	ITB8_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	0.005	0.003	0.0	0.013	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC0542462B9	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC0EFDBED2D	0.007	0.003	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.03	0.122	0.021	0.0	0.0	0.0	0.0	0.325	0.0	0.63	0.0	0.381	0.094	0.0	0.0	0.003	0.026	0.053
KREMEN1	Q96MU8	True	KREM1_HUMAN	Kremen1_LRP6	CPI-SC07CA7AF54	0.01	0.013	0.0	0.027	0.034	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-SC040194150	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-SC0DA910DD5	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_1	CPI-SC077F81192	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_2	CPI-SC09C7944F4	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_3	CPI-SC0C68323CF	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC0324880F8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC00BFC481D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC07B215915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC013345660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC0240A44BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC0A30300BD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC0324880F8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC00BFC481D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC07B215915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC013345660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC0240A44BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC0A30300BD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.006	0.06
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-SC04DB1BDAB	0.001	0.001	0.0	0.142	0.112	0.0	0.005	0.126	0.0	0.0	0.0	0.16	0.366	0.198	0.028	0.041	0.0	0.086	0.0	0.0	0.0	0.0	0.081	0.129	0.0	0.011	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-SC00DF4C861	0.0	0.0	0.0	0.203	0.309	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-SC042177446	0.0	0.0	0.0	0.203	0.309	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-SC00DF4C861	0.0	0.0	0.0	0.203	0.309	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-SC042177446	0.0	0.0	0.0	0.203	0.309	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-SC03CCAAB4B	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-SC0E3C606DB	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
